departamento,anio,causa,siniestros
AYACUCHO,2024,SEÑALIZACIÓN DEFECTUOSA,0
AYACUCHO,2024,INVACIÓN DE CARRIL,0
AYACUCHO,2024,VEHÍCULO MAL ESTACIONADO,1
AYACUCHO,2024,FACTOR AMBIENTAL,12
AYACUCHO,2024,EBRIEDAD DEL PEATÓN,2
AYACUCHO,2024,NO IDENTIFICA LA CAUSA,42
AYACUCHO,2024,NO HAY CERTEZA DE LA CAUSA,0
AYACUCHO,2024,OTROS,167
CAJAMARCA,2008,EXCESO DE VELOCIDAD,792
CAJAMARCA,2008,EBRIEDAD DEL CONDUTOR,384
CAJAMARCA,2008,IMPRUDENCIA DEL CONDUCTOR,576
CAJAMARCA,2008,IMPRUDENCIA DEL PEATÓN,267
CAJAMARCA,2008,IMPRUDENCIA DEL PASAJERO,101
CAJAMARCA,2008,EXCESO DE CARGA,47
CAJAMARCA,2008,DESACATO DE SEÑAL DE TRÁNSITO,77
CAJAMARCA,2008,FALLA MECÁNICA,123
CAJAMARCA,2008,FALLA DE LUCES,45
CAJAMARCA,2008,PISTA EN MAL ESTADO,169
CAJAMARCA,2008,SEÑALIZACIÓN DEFECTUOSA,36
CAJAMARCA,2008,OTROS,453
CAJAMARCA,2009,EXCESO DE VELOCIDAD,543
CAJAMARCA,2009,EBRIEDAD DEL CONDUTOR,693
CAJAMARCA,2009,IMPRUDENCIA DEL CONDUCTOR,869
CAJAMARCA,2009,IMPRUDENCIA DEL PEATÓN,169
CAJAMARCA,2009,IMPRUDENCIA DEL PASAJERO,71
CAJAMARCA,2009,EXCESO DE CARGA,30
CAJAMARCA,2009,DESACATO DE SEÑAL DE TRÁNSITO,282
CAJAMARCA,2009,FALLA MECÁNICA,71
CAJAMARCA,2009,FALLA DE LUCES,8
CAJAMARCA,2009,PISTA EN MAL ESTADO,66
CAJAMARCA,2009,SEÑALIZACIÓN DEFECTUOSA,20
CAJAMARCA,2009,OTROS,360
CAJAMARCA,2010,EXCESO DE VELOCIDAD,543
CAJAMARCA,2010,EBRIEDAD DEL CONDUTOR,693
CAJAMARCA,2010,IMPRUDENCIA DEL CONDUCTOR,869
CAJAMARCA,2010,IMPRUDENCIA DEL PEATÓN,169
CAJAMARCA,2010,IMPRUDENCIA DEL PASAJERO,71
CAJAMARCA,2010,EXCESO DE CARGA,30
CAJAMARCA,2010,DESACATO DE SEÑAL DE TRÁNSITO,282
CAJAMARCA,2010,FALLA MECÁNICA,71
CAJAMARCA,2010,FALLA DE LUCES,8
CAJAMARCA,2010,PISTA EN MAL ESTADO,66
CAJAMARCA,2010,SEÑALIZACIÓN DEFECTUOSA,20
CAJAMARCA,2010,OTROS,360
CAJAMARCA,2011,EXCESO DE VELOCIDAD,631
CAJAMARCA,2011,EBRIEDAD DEL CONDUTOR,588
CAJAMARCA,2011,IMPRUDENCIA DEL CONDUCTOR,702
CAJAMARCA,2011,IMPRUDENCIA DEL PEATÓN,157
CAJAMARCA,2011,IMPRUDENCIA DEL PASAJERO,58
CAJAMARCA,2011,EXCESO DE CARGA,12
CAJAMARCA,2011,DESACATO DE SEÑAL DE TRÁNSITO,207
CAJAMARCA,2011,FALLA MECÁNICA,69
CAJAMARCA,2011,FALLA DE LUCES,9
CAJAMARCA,2011,PISTA EN MAL ESTADO,53
CAJAMARCA,2011,SEÑALIZACIÓN DEFECTUOSA,54
CAJAMARCA,2011,OTROS,405
CAJAMARCA,2012,EXCESO DE VELOCIDAD,544
CAJAMARCA,2012,EBRIEDAD DEL CONDUTOR,995
CAJAMARCA,2012,IMPRUDENCIA DEL CONDUCTOR,680
CAJAMARCA,2012,IMPRUDENCIA DEL PEATÓN,221
CAJAMARCA,2012,IMPRUDENCIA DEL PASAJERO,59
CAJAMARCA,2012,EXCESO DE CARGA,7
CAJAMARCA,2012,DESACATO DE SEÑAL DE TRÁNSITO,228
CAJAMARCA,2012,FALLA MECÁNICA,65
CAJAMARCA,2012,FALLA DE LUCES,3
CAJAMARCA,2012,PISTA EN MAL ESTADO,74
CAJAMARCA,2012,SEÑALIZACIÓN DEFECTUOSA,85
CAJAMARCA,2012,OTROS,225
CAJAMARCA,2013,EXCESO DE VELOCIDAD,713
CAJAMARCA,2013,EBRIEDAD DEL CONDUTOR,913
CAJAMARCA,2013,IMPRUDENCIA DEL CONDUCTOR,911
CAJAMARCA,2013,IMPRUDENCIA DEL PEATÓN,138
CAJAMARCA,2013,IMPRUDENCIA DEL PASAJERO,20
CAJAMARCA,2013,EXCESO DE CARGA,9
CAJAMARCA,2013,DESACATO DE SEÑAL DE TRÁNSITO,243
CAJAMARCA,2013,FALLA MECÁNICA,44
CAJAMARCA,2013,FALLA DE LUCES,13
CAJAMARCA,2013,PISTA EN MAL ESTADO,123
CAJAMARCA,2013,SEÑALIZACIÓN DEFECTUOSA,15
CAJAMARCA,2013,OTROS,14
CAJAMARCA,2014,EXCESO DE VELOCIDAD,413
CAJAMARCA,2014,EBRIEDAD DEL CONDUTOR,597
CAJAMARCA,2014,IMPRUDENCIA DEL CONDUCTOR,600
CAJAMARCA,2014,IMPRUDENCIA DEL PEATÓN,122
CAJAMARCA,2014,IMPRUDENCIA DEL PASAJERO,23
CAJAMARCA,2014,EXCESO DE CARGA,3
CAJAMARCA,2014,DESACATO DE SEÑAL DE TRÁNSITO,105
CAJAMARCA,2014,FALLA MECÁNICA,29
CAJAMARCA,2014,FALLA DE LUCES,7
CAJAMARCA,2014,PISTA EN MAL ESTADO,116
CAJAMARCA,2014,SEÑALIZACIÓN DEFECTUOSA,35
CAJAMARCA,2014,OTROS,69
CAJAMARCA,2015,EXCESO DE VELOCIDAD,388
CAJAMARCA,2015,EBRIEDAD DEL CONDUTOR,206
CAJAMARCA,2015,IMPRUDENCIA DEL CONDUCTOR,441
CAJAMARCA,2015,IMPRUDENCIA DEL PEATÓN,87
CAJAMARCA,2015,IMPRUDENCIA DEL PASAJERO,23
CAJAMARCA,2015,EXCESO DE CARGA,2
CAJAMARCA,2015,DESACATO DE SEÑAL DE TRÁNSITO,23
CAJAMARCA,2015,FALLA MECÁNICA,31
CAJAMARCA,2015,FALLA DE LUCES,7
CAJAMARCA,2015,PISTA EN MAL ESTADO,39
CAJAMARCA,2015,SEÑALIZACIÓN DEFECTUOSA,6
CAJAMARCA,2015,OTROS,17
CAJAMARCA,2015,INVACIÓN DE CARRIL,1
CAJAMARCA,2015,VEHÍCULO MAL ESTACIONADO,0
CAJAMARCA,2015,FACTOR AMBIENTAL,2
CAJAMARCA,2015,EBRIEDAD DEL PEATÓN,0
CAJAMARCA,2015,NO IDENTIFICA LA CAUSA,2
CAJAMARCA,2015,NO HAY CERTEZA DE LA CAUSA,1
CAJAMARCA,2016,EXCESO DE VELOCIDAD,336
CAJAMARCA,2016,EBRIEDAD DEL CONDUTOR,148
CAJAMARCA,2016,IMPRUDENCIA DEL CONDUCTOR,378
CAJAMARCA,2016,IMPRUDENCIA DEL PEATÓN,165
CAJAMARCA,2016,IMPRUDENCIA DEL PASAJERO,21
CAJAMARCA,2016,EXCESO DE CARGA,4
CAJAMARCA,2016,DESACATO DE SEÑAL DE TRÁNSITO,21
CAJAMARCA,2016,FALLA MECÁNICA,41
CAJAMARCA,2016,FALLA DE LUCES,7
CAJAMARCA,2016,PISTA EN MAL ESTADO,24
CAJAMARCA,2016,SEÑALIZACIÓN DEFECTUOSA,15
CAJAMARCA,2016,OTROS,105
CAJAMARCA,2016,INVACIÓN DE CARRIL,16
CAJAMARCA,2016,VEHÍCULO MAL ESTACIONADO,0
CAJAMARCA,2016,FACTOR AMBIENTAL,10
CAJAMARCA,2016,EBRIEDAD DEL PEATÓN,0
CAJAMARCA,2016,NO IDENTIFICA LA CAUSA,15
CAJAMARCA,2016,NO HAY CERTEZA DE LA CAUSA,6
CAJAMARCA,2017,EXCESO DE VELOCIDAD,300
CAJAMARCA,2017,EBRIEDAD DEL CONDUTOR,176
CAJAMARCA,2017,IMPRUDENCIA DEL CONDUCTOR,747
CAJAMARCA,2017,IMPRUDENCIA DEL PEATÓN,149
CAJAMARCA,2017,IMPRUDENCIA DEL PASAJERO,23
CAJAMARCA,2017,EXCESO DE CARGA,6
CAJAMARCA,2017,DESACATO DE SEÑAL DE TRÁNSITO,23
CAJAMARCA,2017,FALLA MECÁNICA,45
CAJAMARCA,2017,FALLA DE LUCES,5
CAJAMARCA,2017,PISTA EN MAL ESTADO,62
CAJAMARCA,2017,SEÑALIZACIÓN DEFECTUOSA,7
CAJAMARCA,2017,OTROS,55
CAJAMARCA,2017,INVACIÓN DE CARRIL,27
CAJAMARCA,2017,VEHÍCULO MAL ESTACIONADO,5
CAJAMARCA,2017,FACTOR AMBIENTAL,45
CAJAMARCA,2017,EBRIEDAD DEL PEATÓN,6
CAJAMARCA,2017,NO IDENTIFICA LA CAUSA,38
CAJAMARCA,2017,NO HAY CERTEZA DE LA CAUSA,58
CAJAMARCA,2018,EXCESO DE VELOCIDAD,335
CAJAMARCA,2018,IMPRUDENCIA DEL CONDUCTOR,850
CAJAMARCA,2018,EBRIEDAD DEL CONDUTOR,236
CAJAMARCA,2018,IMPRUDENCIA DEL PEATÓN,150
CAJAMARCA,2018,IMPRUDENCIA DEL PASAJERO,8
CAJAMARCA,2018,EXCESO DE CARGA,7
CAJAMARCA,2018,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,18
CAJAMARCA,2018,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,0
CAJAMARCA,2018,FALLA MECÁNICA,45
CAJAMARCA,2018,FALLA DE LUCES,7
CAJAMARCA,2018,PISTA EN MAL ESTADO,97
CAJAMARCA,2018,SEÑALIZACIÓN DEFECTUOSA,6
CAJAMARCA,2018,INVACIÓN DE CARRIL,46
CAJAMARCA,2018,VEHÍCULO MAL ESTACIONADO,2
CAJAMARCA,2018,FACTOR AMBIENTAL,56
CAJAMARCA,2018,EBRIEDAD DEL PEATÓN,1
CAJAMARCA,2018,NO IDENTIFICA LA CAUSA,86
CAJAMARCA,2018,NO HAY CERTEZA DE LA CAUSA,40
CAJAMARCA,2018,OTROS,87
CAJAMARCA,2019,EXCESO DE VELOCIDAD,451
CAJAMARCA,2019,IMPRUDENCIA DEL CONDUCTOR,646
CAJAMARCA,2019,EBRIEDAD DEL CONDUTOR,301
CAJAMARCA,2019,IMPRUDENCIA DEL PEATÓN,133
CAJAMARCA,2019,IMPRUDENCIA DEL PASAJERO,21
CAJAMARCA,2019,EXCESO DE CARGA,7
CAJAMARCA,2019,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,19
CAJAMARCA,2019,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,3
CAJAMARCA,2019,FALLA MECÁNICA,42
CAJAMARCA,2019,FALLA DE LUCES,9
CAJAMARCA,2019,PISTA EN MAL ESTADO,26
CAJAMARCA,2019,SEÑALIZACIÓN DEFECTUOSA,3
CAJAMARCA,2019,INVACIÓN DE CARRIL,22
CAJAMARCA,2019,VEHÍCULO MAL ESTACIONADO,6
CAJAMARCA,2019,FACTOR AMBIENTAL,34
CAJAMARCA,2019,EBRIEDAD DEL PEATÓN,2
CAJAMARCA,2019,NO IDENTIFICA LA CAUSA,226
CAJAMARCA,2019,NO HAY CERTEZA DE LA CAUSA,57
CAJAMARCA,2019,OTROS,79
CAJAMARCA,2020,EXCESO DE VELOCIDAD,412
CAJAMARCA,2020,IMPRUDENCIA DEL CONDUCTOR,421
CAJAMARCA,2020,EBRIEDAD DEL CONDUTOR,109
CAJAMARCA,2020,IMPRUDENCIA DEL PEATÓN,61
CAJAMARCA,2020,IMPRUDENCIA DEL PASAJERO,12
CAJAMARCA,2020,EXCESO DE CARGA,5
CAJAMARCA,2020,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,8
CAJAMARCA,2020,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,0
CAJAMARCA,2020,FALLA MECÁNICA,40
CAJAMARCA,2020,FALLA DE LUCES,1
CAJAMARCA,2020,PISTA EN MAL ESTADO,7
CAJAMARCA,2020,SEÑALIZACIÓN DEFECTUOSA,0
CAJAMARCA,2020,INVACIÓN DE CARRIL,30
CAJAMARCA,2020,VEHÍCULO MAL ESTACIONADO,12
CAJAMARCA,2020,FACTOR AMBIENTAL,23
CAJAMARCA,2020,EBRIEDAD DEL PEATÓN,0
CAJAMARCA,2020,NO IDENTIFICA LA CAUSA,22
CAJAMARCA,2020,NO HAY CERTEZA DE LA CAUSA,37
CAJAMARCA,2020,OTROS,103
CAJAMARCA,2021,EXCESO DE VELOCIDAD,695
CAJAMARCA,2021,IMPRUDENCIA DEL CONDUCTOR,490
CAJAMARCA,2021,EBRIEDAD DEL CONDUTOR,69
CAJAMARCA,2021,IMPRUDENCIA DEL PEATÓN,99
CAJAMARCA,2021,IMPRUDENCIA DEL PASAJERO,3
CAJAMARCA,2021,EXCESO DE CARGA,5
CAJAMARCA,2021,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,1
CAJAMARCA,2021,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,3
CAJAMARCA,2021,FALLA MECÁNICA,25
CAJAMARCA,2021,FALLA DE LUCES,0
CAJAMARCA,2021,PISTA EN MAL ESTADO,24
CAJAMARCA,2021,SEÑALIZACIÓN DEFECTUOSA,3
CAJAMARCA,2021,INVACIÓN DE CARRIL,21
CAJAMARCA,2021,VEHÍCULO MAL ESTACIONADO,2
CAJAMARCA,2021,FACTOR AMBIENTAL,51
CAJAMARCA,2021,EBRIEDAD DEL PEATÓN,0
CAJAMARCA,2021,NO IDENTIFICA LA CAUSA,95
CAJAMARCA,2021,NO HAY CERTEZA DE LA CAUSA,78
CAJAMARCA,2021,OTROS,342
CAJAMARCA,2022,EXCESO DE VELOCIDAD,738
CAJAMARCA,2022,IMPRUDENCIA DEL CONDUCTOR,392
CAJAMARCA,2022,EBRIEDAD DEL CONDUTOR,112
CAJAMARCA,2022,IMPRUDENCIA DEL PEATÓN,135
CAJAMARCA,2022,IMPRUDENCIA DEL PASAJERO,6
CAJAMARCA,2022,EXCESO DE CARGA,10
CAJAMARCA,2022,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,0
CAJAMARCA,2022,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,0
CAJAMARCA,2022,FALLA MECÁNICA,27
CAJAMARCA,2022,FALTA DE LUCES,10
CAJAMARCA,2022,PISTA EN MAL ESTADO,23
CAJAMARCA,2022,SEÑALIZACIÓN DEFECTUOSA,1
CAJAMARCA,2022,INVACIÓN DE CARRIL,15
CAJAMARCA,2022,VEHÍCULO MAL ESTACIONADO,2
CAJAMARCA,2022,FACTOR AMBIENTAL,37
CAJAMARCA,2022,EBRIEDAD DEL PEATÓN,0
CAJAMARCA,2022,NO IDENTIFICA LA CAUSA,62
CAJAMARCA,2022,NO HAY CERTEZA DE LA CAUSA,104
CAJAMARCA,2022,OTROS,434
CAJAMARCA,2023,EXCESO DE VELOCIDAD,603
CAJAMARCA,2023,IMPRUDENCIA DEL CONDUCTOR,506
CAJAMARCA,2023,EBRIEDAD DEL CONDUTOR,212
CAJAMARCA,2023,IMPRUDENCIA DEL PEATÓN,37
CAJAMARCA,2023,IMPRUDENCIA DEL PASAJERO,4
CAJAMARCA,2023,EXCESO DE CARGA,2
CAJAMARCA,2023,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,0
CAJAMARCA,2023,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,0
CAJAMARCA,2023,FALLA MECÁNICA,25
CAJAMARCA,2023,FALTA DE LUCES,1
CAJAMARCA,2023,PISTA EN MAL ESTADO,34
CAJAMARCA,2023,SEÑALIZACIÓN DEFECTUOSA,0
CAJAMARCA,2023,INVACIÓN DE CARRIL,7
CAJAMARCA,2023,VEHÍCULO MAL ESTACIONADO,0
CAJAMARCA,2023,FACTOR AMBIENTAL,49
CAJAMARCA,2023,EBRIEDAD DEL PEATÓN,1
CAJAMARCA,2023,NO IDENTIFICA LA CAUSA,88
CAJAMARCA,2023,NO HAY CERTEZA DE LA CAUSA,160
CAJAMARCA,2023,OTROS,363
CAJAMARCA,2024,EXCESO DE VELOCIDAD,256
CAJAMARCA,2024,IMPRUDENCIA DEL CONDUCTOR,459
CAJAMARCA,2024,EBRIEDAD DEL CONDUTOR,207
CAJAMARCA,2024,IMPRUDENCIA DEL PEATÓN,58
CAJAMARCA,2024,IMPRUDENCIA DEL PASAJERO,8
CAJAMARCA,2024,EXCESO DE CARGA,5
CAJAMARCA,2024,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,4
CAJAMARCA,2024,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,0
CAJAMARCA,2024,FALLA MECÁNICA,20
CAJAMARCA,2024,FALTA DE LUCES,2
CAJAMARCA,2024,PISTA EN MAL ESTADO,27
CAJAMARCA,2024,SEÑALIZACIÓN DEFECTUOSA,1
CAJAMARCA,2024,INVACIÓN DE CARRIL,7
CAJAMARCA,2024,VEHÍCULO MAL ESTACIONADO,4
CAJAMARCA,2024,FACTOR AMBIENTAL,12
CAJAMARCA,2024,EBRIEDAD DEL PEATÓN,0
CAJAMARCA,2024,NO IDENTIFICA LA CAUSA,107
CAJAMARCA,2024,NO HAY CERTEZA DE LA CAUSA,444
CAJAMARCA,2024,OTROS,657
CALLAO,2008,EXCESO DE VELOCIDAD,1366
CALLAO,2008,EBRIEDAD DEL CONDUTOR,246
CALLAO,2008,IMPRUDENCIA DEL CONDUCTOR,790
CALLAO,2008,IMPRUDENCIA DEL PEATÓN,300
CALLAO,2008,IMPRUDENCIA DEL PASAJERO,90
CALLAO,2008,EXCESO DE CARGA,21
CALLAO,2008,DESACATO DE SEÑAL DE TRÁNSITO,22
CALLAO,2008,FALLA MECÁNICA,118
CALLAO,2008,FALLA DE LUCES,16
CALLAO,2008,PISTA EN MAL ESTADO,57
CALLAO,2008,SEÑALIZACIÓN DEFECTUOSA,32
CALLAO,2008,OTROS,241
CALLAO,2009,EXCESO DE VELOCIDAD,955
CALLAO,2009,EBRIEDAD DEL CONDUTOR,144
CALLAO,2009,IMPRUDENCIA DEL CONDUCTOR,980
CALLAO,2009,IMPRUDENCIA DEL PEATÓN,261
CALLAO,2009,IMPRUDENCIA DEL PASAJERO,73
CALLAO,2009,EXCESO DE CARGA,34
CALLAO,2009,DESACATO DE SEÑAL DE TRÁNSITO,29
CALLAO,2009,FALLA MECÁNICA,111
CALLAO,2009,FALLA DE LUCES,14
CALLAO,2009,PISTA EN MAL ESTADO,45
CALLAO,2009,SEÑALIZACIÓN DEFECTUOSA,12
CALLAO,2009,OTROS,213
CALLAO,2010,EXCESO DE VELOCIDAD,955
CALLAO,2010,EBRIEDAD DEL CONDUTOR,144
CALLAO,2010,IMPRUDENCIA DEL CONDUCTOR,980
CALLAO,2010,IMPRUDENCIA DEL PEATÓN,261
CALLAO,2010,IMPRUDENCIA DEL PASAJERO,73
CALLAO,2010,EXCESO DE CARGA,34
CALLAO,2010,DESACATO DE SEÑAL DE TRÁNSITO,29
CALLAO,2010,FALLA MECÁNICA,111
CALLAO,2010,FALLA DE LUCES,14
CALLAO,2010,PISTA EN MAL ESTADO,45
CALLAO,2010,SEÑALIZACIÓN DEFECTUOSA,12
CALLAO,2010,OTROS,213
CALLAO,2011,EXCESO DE VELOCIDAD,1012
CALLAO,2011,EBRIEDAD DEL CONDUTOR,141
CALLAO,2011,IMPRUDENCIA DEL CONDUCTOR,1159
CALLAO,2011,IMPRUDENCIA DEL PEATÓN,290
CALLAO,2011,IMPRUDENCIA DEL PASAJERO,48
CALLAO,2011,EXCESO DE CARGA,17
CALLAO,2011,DESACATO DE SEÑAL DE TRÁNSITO,20
CALLAO,2011,FALLA MECÁNICA,123
CALLAO,2011,FALLA DE LUCES,5
CALLAO,2011,PISTA EN MAL ESTADO,43
CALLAO,2011,SEÑALIZACIÓN DEFECTUOSA,13
CALLAO,2011,OTROS,60
CALLAO,2012,EXCESO DE VELOCIDAD,1068
CALLAO,2012,EBRIEDAD DEL CONDUTOR,174
CALLAO,2012,IMPRUDENCIA DEL CONDUCTOR,1428
CALLAO,2012,IMPRUDENCIA DEL PEATÓN,280
CALLAO,2012,IMPRUDENCIA DEL PASAJERO,65
CALLAO,2012,EXCESO DE CARGA,27
CALLAO,2012,DESACATO DE SEÑAL DE TRÁNSITO,38
CALLAO,2012,FALLA MECÁNICA,173
CALLAO,2012,FALLA DE LUCES,6
CALLAO,2012,PISTA EN MAL ESTADO,92
CALLAO,2012,SEÑALIZACIÓN DEFECTUOSA,38
CALLAO,2012,OTROS,165
CALLAO,2013,EXCESO DE VELOCIDAD,1258
CALLAO,2013,EBRIEDAD DEL CONDUTOR,173
CALLAO,2013,IMPRUDENCIA DEL CONDUCTOR,1154
CALLAO,2013,IMPRUDENCIA DEL PEATÓN,336
CALLAO,2013,IMPRUDENCIA DEL PASAJERO,79
CALLAO,2013,EXCESO DE CARGA,3
CALLAO,2013,DESACATO DE SEÑAL DE TRÁNSITO,20
CALLAO,2013,FALLA MECÁNICA,99
CALLAO,2013,FALLA DE LUCES,4
CALLAO,2013,PISTA EN MAL ESTADO,80
CALLAO,2013,SEÑALIZACIÓN DEFECTUOSA,22
CALLAO,2013,OTROS,315
CALLAO,2014,EXCESO DE VELOCIDAD,1085
CALLAO,2014,EBRIEDAD DEL CONDUTOR,113
CALLAO,2014,IMPRUDENCIA DEL CONDUCTOR,1319
CALLAO,2014,IMPRUDENCIA DEL PEATÓN,239
CALLAO,2014,IMPRUDENCIA DEL PASAJERO,47
CALLAO,2014,EXCESO DE CARGA,1
CALLAO,2014,DESACATO DE SEÑAL DE TRÁNSITO,17
CALLAO,2014,FALLA MECÁNICA,67
CALLAO,2014,FALLA DE LUCES,6
CALLAO,2014,PISTA EN MAL ESTADO,29
CALLAO,2014,SEÑALIZACIÓN DEFECTUOSA,11
CALLAO,2014,OTROS,468
CALLAO,2015,EXCESO DE VELOCIDAD,1035
CALLAO,2015,EBRIEDAD DEL CONDUTOR,102
CALLAO,2015,IMPRUDENCIA DEL CONDUCTOR,1412
CALLAO,2015,IMPRUDENCIA DEL PEATÓN,261
CALLAO,2015,IMPRUDENCIA DEL PASAJERO,33
CALLAO,2015,EXCESO DE CARGA,5
CALLAO,2015,DESACATO DE SEÑAL DE TRÁNSITO,15
CALLAO,2015,FALLA MECÁNICA,53
CALLAO,2015,FALLA DE LUCES,14
CALLAO,2015,PISTA EN MAL ESTADO,34
CALLAO,2015,SEÑALIZACIÓN DEFECTUOSA,17
CALLAO,2015,OTROS,349
CALLAO,2015,INVACIÓN DE CARRIL,38
CALLAO,2015,VEHÍCULO MAL ESTACIONADO,9
CALLAO,2015,FACTOR AMBIENTAL,14
CALLAO,2015,EBRIEDAD DEL PEATÓN,9
CALLAO,2015,NO IDENTIFICA LA CAUSA,123
CALLAO,2015,NO HAY CERTEZA DE LA CAUSA,31
CALLAO,2016,EXCESO DE VELOCIDAD,1001
CALLAO,2016,EBRIEDAD DEL CONDUTOR,85
CALLAO,2016,IMPRUDENCIA DEL CONDUCTOR,1376
CALLAO,2016,IMPRUDENCIA DEL PEATÓN,225
CALLAO,2016,IMPRUDENCIA DEL PASAJERO,30
CALLAO,2016,EXCESO DE CARGA,3
CALLAO,2016,DESACATO DE SEÑAL DE TRÁNSITO,27
CALLAO,2016,FALLA MECÁNICA,52
CALLAO,2016,FALLA DE LUCES,20
CALLAO,2016,PISTA EN MAL ESTADO,72
CALLAO,2016,SEÑALIZACIÓN DEFECTUOSA,17
CALLAO,2016,OTROS,359
CALLAO,2016,INVACIÓN DE CARRIL,48
CALLAO,2016,VEHÍCULO MAL ESTACIONADO,9
CALLAO,2016,FACTOR AMBIENTAL,39
CALLAO,2016,EBRIEDAD DEL PEATÓN,9
CALLAO,2016,NO IDENTIFICA LA CAUSA,40
CALLAO,2016,NO HAY CERTEZA DE LA CAUSA,18
CALLAO,2017,EXCESO DE VELOCIDAD,919
CALLAO,2017,EBRIEDAD DEL CONDUTOR,100
CALLAO,2017,IMPRUDENCIA DEL CONDUCTOR,1643
CALLAO,2017,IMPRUDENCIA DEL PEATÓN,217
CALLAO,2017,IMPRUDENCIA DEL PASAJERO,21
CALLAO,2017,EXCESO DE CARGA,4
CALLAO,2017,DESACATO DE SEÑAL DE TRÁNSITO,14
CALLAO,2017,FALLA MECÁNICA,52
CALLAO,2017,FALLA DE LUCES,6
CALLAO,2017,PISTA EN MAL ESTADO,38
CALLAO,2017,SEÑALIZACIÓN DEFECTUOSA,5
CALLAO,2017,OTROS,252
CALLAO,2017,INVACIÓN DE CARRIL,56
CALLAO,2017,VEHÍCULO MAL ESTACIONADO,6
CALLAO,2017,FACTOR AMBIENTAL,0
CALLAO,2017,EBRIEDAD DEL PEATÓN,6
CALLAO,2017,NO IDENTIFICA LA CAUSA,38
CALLAO,2017,NO HAY CERTEZA DE LA CAUSA,25
CALLAO,2018,EXCESO DE VELOCIDAD,1123
CALLAO,2018,IMPRUDENCIA DEL CONDUCTOR,1112
CALLAO,2018,EBRIEDAD DEL CONDUTOR,109
CALLAO,2018,IMPRUDENCIA DEL PEATÓN,132
CALLAO,2018,IMPRUDENCIA DEL PASAJERO,21
CALLAO,2018,EXCESO DE CARGA,0
CALLAO,2018,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,4
CALLAO,2018,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,0
CALLAO,2018,FALLA MECÁNICA,44
CALLAO,2018,FALLA DE LUCES,16
CALLAO,2018,PISTA EN MAL ESTADO,19
CALLAO,2018,SEÑALIZACIÓN DEFECTUOSA,19
CALLAO,2018,INVACIÓN DE CARRIL,15
CALLAO,2018,VEHÍCULO MAL ESTACIONADO,0
CALLAO,2018,FACTOR AMBIENTAL,8
CALLAO,2018,EBRIEDAD DEL PEATÓN,3
CALLAO,2018,NO IDENTIFICA LA CAUSA,24
CALLAO,2018,NO HAY CERTEZA DE LA CAUSA,77
CALLAO,2018,OTROS,691
CALLAO,2019,EXCESO DE VELOCIDAD,1025
CALLAO,2019,IMPRUDENCIA DEL CONDUCTOR,912
CALLAO,2019,EBRIEDAD DEL CONDUTOR,76
CALLAO,2019,IMPRUDENCIA DEL PEATÓN,190
CALLAO,2019,IMPRUDENCIA DEL PASAJERO,46
CALLAO,2019,EXCESO DE CARGA,1
CALLAO,2019,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,7
CALLAO,2019,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,0
CALLAO,2019,FALLA MECÁNICA,46
CALLAO,2019,FALLA DE LUCES,27
CALLAO,2019,PISTA EN MAL ESTADO,27
CALLAO,2019,SEÑALIZACIÓN DEFECTUOSA,46
CALLAO,2019,INVACIÓN DE CARRIL,18
CALLAO,2019,VEHÍCULO MAL ESTACIONADO,4
CALLAO,2019,FACTOR AMBIENTAL,7
CALLAO,2019,EBRIEDAD DEL PEATÓN,10
CALLAO,2019,NO IDENTIFICA LA CAUSA,99
CALLAO,2019,NO HAY CERTEZA DE LA CAUSA,78
CALLAO,2019,OTROS,514
CALLAO,2020,EXCESO DE VELOCIDAD,606
CALLAO,2020,IMPRUDENCIA DEL CONDUCTOR,506
CALLAO,2020,EBRIEDAD DEL CONDUTOR,58
CALLAO,2020,IMPRUDENCIA DEL PEATÓN,44
CALLAO,2020,IMPRUDENCIA DEL PASAJERO,14
