departamento,anio,causa,siniestros
AMAZONAS,2008,EXCESO DE VELOCIDAD,45
AMAZONAS,2008,EBRIEDAD DEL CONDUTOR,24
AMAZONAS,2008,IMPRUDENCIA DEL CONDUCTOR,70
AMAZONAS,2008,IMPRUDENCIA DEL PEATÓN,8
AMAZONAS,2008,IMPRUDENCIA DEL PASAJERO,0
AMAZONAS,2008,EXCESO DE CARGA,18
AMAZONAS,2008,DESACATO DE SEÑAL DE TRÁNSITO,0
AMAZONAS,2008,FALLA MECÁNICA,32
AMAZONAS,2008,FALLA DE LUCES,5
AMAZONAS,2008,PISTA EN MAL ESTADO,15
AMAZONAS,2008,SEÑALIZACIÓN DEFECTUOSA,38
AMAZONAS,2008,OTROS,16
AMAZONAS,2009,EXCESO DE VELOCIDAD,72
AMAZONAS,2009,EBRIEDAD DEL CONDUTOR,4
AMAZONAS,2009,IMPRUDENCIA DEL CONDUCTOR,13
AMAZONAS,2009,IMPRUDENCIA DEL PEATÓN,1
AMAZONAS,2009,IMPRUDENCIA DEL PASAJERO,0
AMAZONAS,2009,EXCESO DE CARGA,0
AMAZONAS,2009,DESACATO DE SEÑAL DE TRÁNSITO,0
AMAZONAS,2009,FALLA MECÁNICA,1
AMAZONAS,2009,FALLA DE LUCES,0
AMAZONAS,2009,PISTA EN MAL ESTADO,0
AMAZONAS,2009,SEÑALIZACIÓN DEFECTUOSA,0
AMAZONAS,2009,OTROS,4
AMAZONAS,2010,EXCESO DE VELOCIDAD,72
AMAZONAS,2010,EBRIEDAD DEL CONDUTOR,4
AMAZONAS,2010,IMPRUDENCIA DEL CONDUCTOR,13
AMAZONAS,2010,IMPRUDENCIA DEL PEATÓN,1
AMAZONAS,2010,IMPRUDENCIA DEL PASAJERO,0
AMAZONAS,2010,EXCESO DE CARGA,0
AMAZONAS,2010,DESACATO DE SEÑAL DE TRÁNSITO,0
AMAZONAS,2010,FALLA MECÁNICA,1
AMAZONAS,2010,FALLA DE LUCES,0
AMAZONAS,2010,PISTA EN MAL ESTADO,0
AMAZONAS,2010,SEÑALIZACIÓN DEFECTUOSA,0
AMAZONAS,2010,OTROS,4
AMAZONAS,2011,EXCESO DE VELOCIDAD,125
AMAZONAS,2011,EBRIEDAD DEL CONDUTOR,18
AMAZONAS,2011,IMPRUDENCIA DEL CONDUCTOR,74
AMAZONAS,2011,IMPRUDENCIA DEL PEATÓN,4
AMAZONAS,2011,IMPRUDENCIA DEL PASAJERO,1
AMAZONAS,2011,EXCESO DE CARGA,4
AMAZONAS,2011,DESACATO DE SEÑAL DE TRÁNSITO,0
AMAZONAS,2011,FALLA MECÁNICA,10
AMAZONAS,2011,FALLA DE LUCES,0
AMAZONAS,2011,PISTA EN MAL ESTADO,1
AMAZONAS,2011,SEÑALIZACIÓN DEFECTUOSA,1
AMAZONAS,2011,OTROS,1
AMAZONAS,2012,EXCESO DE VELOCIDAD,212
AMAZONAS,2012,EBRIEDAD DEL CONDUTOR,72
AMAZONAS,2012,IMPRUDENCIA DEL CONDUCTOR,102
AMAZONAS,2012,IMPRUDENCIA DEL PEATÓN,23
AMAZONAS,2012,IMPRUDENCIA DEL PASAJERO,1
AMAZONAS,2012,EXCESO DE CARGA,1
AMAZONAS,2012,DESACATO DE SEÑAL DE TRÁNSITO,1
AMAZONAS,2012,FALLA MECÁNICA,24
AMAZONAS,2012,FALLA DE LUCES,0
AMAZONAS,2012,PISTA EN MAL ESTADO,13
AMAZONAS,2012,SEÑALIZACIÓN DEFECTUOSA,1
AMAZONAS,2012,OTROS,37
AMAZONAS,2013,EXCESO DE VELOCIDAD,129
AMAZONAS,2013,EBRIEDAD DEL CONDUTOR,74
AMAZONAS,2013,IMPRUDENCIA DEL CONDUCTOR,162
AMAZONAS,2013,IMPRUDENCIA DEL PEATÓN,55
AMAZONAS,2013,IMPRUDENCIA DEL PASAJERO,4
AMAZONAS,2013,EXCESO DE CARGA,5
AMAZONAS,2013,DESACATO DE SEÑAL DE TRÁNSITO,3
AMAZONAS,2013,FALLA MECÁNICA,33
AMAZONAS,2013,FALLA DE LUCES,9
AMAZONAS,2013,PISTA EN MAL ESTADO,27
AMAZONAS,2013,SEÑALIZACIÓN DEFECTUOSA,5
AMAZONAS,2013,OTROS,36
AMAZONAS,2014,EXCESO DE VELOCIDAD,114
AMAZONAS,2014,EBRIEDAD DEL CONDUTOR,58
AMAZONAS,2014,IMPRUDENCIA DEL CONDUCTOR,123
AMAZONAS,2014,IMPRUDENCIA DEL PEATÓN,40
AMAZONAS,2014,IMPRUDENCIA DEL PASAJERO,6
AMAZONAS,2014,EXCESO DE CARGA,4
AMAZONAS,2014,DESACATO DE SEÑAL DE TRÁNSITO,2
AMAZONAS,2014,FALLA MECÁNICA,28
AMAZONAS,2014,FALLA DE LUCES,1
AMAZONAS,2014,PISTA EN MAL ESTADO,24
AMAZONAS,2014,SEÑALIZACIÓN DEFECTUOSA,3
AMAZONAS,2014,OTROS,60
AMAZONAS,2015,EXCESO DE VELOCIDAD,152
AMAZONAS,2015,EBRIEDAD DEL CONDUTOR,43
AMAZONAS,2015,IMPRUDENCIA DEL CONDUCTOR,60
AMAZONAS,2015,IMPRUDENCIA DEL PEATÓN,9
AMAZONAS,2015,IMPRUDENCIA DEL PASAJERO,19
AMAZONAS,2015,EXCESO DE CARGA,8
AMAZONAS,2015,DESACATO DE SEÑAL DE TRÁNSITO,2
AMAZONAS,2015,FALLA MECÁNICA,21
AMAZONAS,2015,FALLA DE LUCES,2
AMAZONAS,2015,PISTA EN MAL ESTADO,10
AMAZONAS,2015,SEÑALIZACIÓN DEFECTUOSA,2
AMAZONAS,2015,OTROS,29
AMAZONAS,2015,INVACIÓN DE CARRIL,2
AMAZONAS,2015,VEHÍCULO MAL ESTACIONADO,2
AMAZONAS,2015,FACTOR AMBIENTAL,19
AMAZONAS,2015,EBRIEDAD DEL PEATÓN,0
AMAZONAS,2015,NO IDENTIFICA LA CAUSA,1
AMAZONAS,2015,NO HAY CERTEZA DE LA CAUSA,0
AMAZONAS,2016,EXCESO DE VELOCIDAD,184
AMAZONAS,2016,EBRIEDAD DEL CONDUTOR,68
AMAZONAS,2016,IMPRUDENCIA DEL CONDUCTOR,197
AMAZONAS,2016,IMPRUDENCIA DEL PEATÓN,51
AMAZONAS,2016,IMPRUDENCIA DEL PASAJERO,4
AMAZONAS,2016,EXCESO DE CARGA,12
AMAZONAS,2016,DESACATO DE SEÑAL DE TRÁNSITO,8
AMAZONAS,2016,FALLA MECÁNICA,20
AMAZONAS,2016,FALLA DE LUCES,5
AMAZONAS,2016,PISTA EN MAL ESTADO,21
AMAZONAS,2016,SEÑALIZACIÓN DEFECTUOSA,0
AMAZONAS,2016,OTROS,16
AMAZONAS,2016,INVACIÓN DE CARRIL,11
AMAZONAS,2016,VEHÍCULO MAL ESTACIONADO,1
AMAZONAS,2016,FACTOR AMBIENTAL,25
AMAZONAS,2016,EBRIEDAD DEL PEATÓN,1
AMAZONAS,2016,NO IDENTIFICA LA CAUSA,4
AMAZONAS,2016,NO HAY CERTEZA DE LA CAUSA,0
AMAZONAS,2017,EXCESO DE VELOCIDAD,115
AMAZONAS,2017,EBRIEDAD DEL CONDUTOR,72
AMAZONAS,2017,IMPRUDENCIA DEL CONDUCTOR,111
AMAZONAS,2017,IMPRUDENCIA DEL PEATÓN,25
AMAZONAS,2017,IMPRUDENCIA DEL PASAJERO,2
AMAZONAS,2017,EXCESO DE CARGA,2
AMAZONAS,2017,DESACATO DE SEÑAL DE TRÁNSITO,0
AMAZONAS,2017,FALLA MECÁNICA,8
AMAZONAS,2017,FALLA DE LUCES,2
AMAZONAS,2017,PISTA EN MAL ESTADO,24
AMAZONAS,2017,SEÑALIZACIÓN DEFECTUOSA,0
AMAZONAS,2017,OTROS,20
AMAZONAS,2017,INVACIÓN DE CARRIL,10
AMAZONAS,2017,VEHÍCULO MAL ESTACIONADO,11
AMAZONAS,2017,FACTOR AMBIENTAL,10
AMAZONAS,2017,EBRIEDAD DEL PEATÓN,2
AMAZONAS,2017,NO IDENTIFICA LA CAUSA,8
AMAZONAS,2017,NO HAY CERTEZA DE LA CAUSA,1
AMAZONAS,2018,EXCESO DE VELOCIDAD,139
AMAZONAS,2018,IMPRUDENCIA DEL CONDUCTOR,79
AMAZONAS,2018,EBRIEDAD DEL CONDUTOR,59
AMAZONAS,2018,IMPRUDENCIA DEL PEATÓN,11
AMAZONAS,2018,IMPRUDENCIA DEL PASAJERO,1
AMAZONAS,2018,EXCESO DE CARGA,2
AMAZONAS,2018,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,1
AMAZONAS,2018,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,0
AMAZONAS,2018,FALLA MECÁNICA,5
AMAZONAS,2018,FALLA DE LUCES,0
AMAZONAS,2018,PISTA EN MAL ESTADO,7
AMAZONAS,2018,SEÑALIZACIÓN DEFECTUOSA,1
AMAZONAS,2018,INVACIÓN DE CARRIL,0
AMAZONAS,2018,VEHÍCULO MAL ESTACIONADO,0
AMAZONAS,2018,FACTOR AMBIENTAL,16
AMAZONAS,2018,EBRIEDAD DEL PEATÓN,0
AMAZONAS,2018,NO IDENTIFICA LA CAUSA,30
AMAZONAS,2018,NO HAY CERTEZA DE LA CAUSA,2
AMAZONAS,2018,OTROS,9
AMAZONAS,2019,EXCESO DE VELOCIDAD,159
AMAZONAS,2019,IMPRUDENCIA DEL CONDUCTOR,135
AMAZONAS,2019,EBRIEDAD DEL CONDUTOR,68
AMAZONAS,2019,IMPRUDENCIA DEL PEATÓN,27
AMAZONAS,2019,IMPRUDENCIA DEL PASAJERO,2
AMAZONAS,2019,EXCESO DE CARGA,0
AMAZONAS,2019,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,0
AMAZONAS,2019,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,0
AMAZONAS,2019,FALLA MECÁNICA,7
AMAZONAS,2019,FALLA DE LUCES,0
AMAZONAS,2019,PISTA EN MAL ESTADO,11
AMAZONAS,2019,SEÑALIZACIÓN DEFECTUOSA,0
AMAZONAS,2019,INVACIÓN DE CARRIL,3
AMAZONAS,2019,VEHÍCULO MAL ESTACIONADO,2
AMAZONAS,2019,FACTOR AMBIENTAL,15
AMAZONAS,2019,EBRIEDAD DEL PEATÓN,6
AMAZONAS,2019,NO IDENTIFICA LA CAUSA,27
AMAZONAS,2019,NO HAY CERTEZA DE LA CAUSA,18
AMAZONAS,2019,OTROS,21
AMAZONAS,2020,EXCESO DE VELOCIDAD,132
AMAZONAS,2020,IMPRUDENCIA DEL CONDUCTOR,85
AMAZONAS,2020,EBRIEDAD DEL CONDUTOR,38
AMAZONAS,2020,IMPRUDENCIA DEL PEATÓN,7
AMAZONAS,2020,IMPRUDENCIA DEL PASAJERO,1
AMAZONAS,2020,EXCESO DE CARGA,0
AMAZONAS,2020,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,1
AMAZONAS,2020,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,0
AMAZONAS,2020,FALLA MECÁNICA,12
AMAZONAS,2020,FALLA DE LUCES,1
AMAZONAS,2020,PISTA EN MAL ESTADO,8
AMAZONAS,2020,SEÑALIZACIÓN DEFECTUOSA,0
AMAZONAS,2020,INVACIÓN DE CARRIL,6
AMAZONAS,2020,VEHÍCULO MAL ESTACIONADO,3
AMAZONAS,2020,FACTOR AMBIENTAL,15
AMAZONAS,2020,EBRIEDAD DEL PEATÓN,0
AMAZONAS,2020,NO IDENTIFICA LA CAUSA,41
AMAZONAS,2020,NO HAY CERTEZA DE LA CAUSA,10
AMAZONAS,2020,OTROS,27
AMAZONAS,2021,EXCESO DE VELOCIDAD,102
AMAZONAS,2021,IMPRUDENCIA DEL CONDUCTOR,104
AMAZONAS,2021,EBRIEDAD DEL CONDUTOR,66
AMAZONAS,2021,IMPRUDENCIA DEL PEATÓN,15
AMAZONAS,2021,IMPRUDENCIA DEL PASAJERO,1
AMAZONAS,2021,EXCESO DE CARGA,0
AMAZONAS,2021,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,1
AMAZONAS,2021,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,0
AMAZONAS,2021,FALLA MECÁNICA,10
AMAZONAS,2021,FALLA DE LUCES,1
AMAZONAS,2021,PISTA EN MAL ESTADO,10
AMAZONAS,2021,SEÑALIZACIÓN DEFECTUOSA,3
AMAZONAS,2021,INVACIÓN DE CARRIL,12
AMAZONAS,2021,VEHÍCULO MAL ESTACIONADO,3
AMAZONAS,2021,FACTOR AMBIENTAL,22
AMAZONAS,2021,EBRIEDAD DEL PEATÓN,0
AMAZONAS,2021,NO IDENTIFICA LA CAUSA,42
AMAZONAS,2021,NO HAY CERTEZA DE LA CAUSA,22
AMAZONAS,2021,OTROS,59
AMAZONAS,2022,EXCESO DE VELOCIDAD,163
AMAZONAS,2022,IMPRUDENCIA DEL CONDUCTOR,82
AMAZONAS,2022,EBRIEDAD DEL CONDUTOR,58
AMAZONAS,2022,IMPRUDENCIA DEL PEATÓN,10
AMAZONAS,2022,IMPRUDENCIA DEL PASAJERO,0
AMAZONAS,2022,EXCESO DE CARGA,3
AMAZONAS,2022,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,1
AMAZONAS,2022,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,2
AMAZONAS,2022,FALLA MECÁNICA,8
AMAZONAS,2022,FALTA DE LUCES,1
AMAZONAS,2022,PISTA EN MAL ESTADO,13
AMAZONAS,2022,SEÑALIZACIÓN DEFECTUOSA,0
AMAZONAS,2022,INVACIÓN DE CARRIL,17
AMAZONAS,2022,VEHÍCULO MAL ESTACIONADO,2
AMAZONAS,2022,FACTOR AMBIENTAL,16
AMAZONAS,2022,EBRIEDAD DEL PEATÓN,0
AMAZONAS,2022,NO IDENTIFICA LA CAUSA,40
AMAZONAS,2022,NO HAY CERTEZA DE LA CAUSA,9
AMAZONAS,2022,OTROS,89
AMAZONAS,2023,EXCESO DE VELOCIDAD,126
AMAZONAS,2023,IMPRUDENCIA DEL CONDUCTOR,147
AMAZONAS,2023,EBRIEDAD DEL CONDUTOR,53
AMAZONAS,2023,IMPRUDENCIA DEL PEATÓN,3
AMAZONAS,2023,IMPRUDENCIA DEL PASAJERO,2
AMAZONAS,2023,EXCESO DE CARGA,1
AMAZONAS,2023,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,1
AMAZONAS,2023,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,1
AMAZONAS,2023,FALLA MECÁNICA,21
AMAZONAS,2023,FALTA DE LUCES,2
AMAZONAS,2023,PISTA EN MAL ESTADO,25
AMAZONAS,2023,SEÑALIZACIÓN DEFECTUOSA,0
AMAZONAS,2023,INVACIÓN DE CARRIL,10
AMAZONAS,2023,VEHÍCULO MAL ESTACIONADO,2
AMAZONAS,2023,FACTOR AMBIENTAL,12
AMAZONAS,2023,EBRIEDAD DEL PEATÓN,1
AMAZONAS,2023,NO IDENTIFICA LA CAUSA,22
AMAZONAS,2023,NO HAY CERTEZA DE LA CAUSA,20
AMAZONAS,2023,OTROS,65
AMAZONAS,2024,EXCESO DE VELOCIDAD,102
AMAZONAS,2024,IMPRUDENCIA DEL CONDUCTOR,118
AMAZONAS,2024,EBRIEDAD DEL CONDUTOR,77
AMAZONAS,2024,IMPRUDENCIA DEL PEATÓN,9
AMAZONAS,2024,IMPRUDENCIA DEL PASAJERO,12
AMAZONAS,2024,EXCESO DE CARGA,2
AMAZONAS,2024,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,0
AMAZONAS,2024,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,1
AMAZONAS,2024,FALLA MECÁNICA,10
AMAZONAS,2024,FALTA DE LUCES,2
AMAZONAS,2024,PISTA EN MAL ESTADO,24
AMAZONAS,2024,SEÑALIZACIÓN DEFECTUOSA,0
AMAZONAS,2024,INVACIÓN DE CARRIL,10
AMAZONAS,2024,VEHÍCULO MAL ESTACIONADO,0
AMAZONAS,2024,FACTOR AMBIENTAL,2
AMAZONAS,2024,EBRIEDAD DEL PEATÓN,6
AMAZONAS,2024,NO IDENTIFICA LA CAUSA,46
AMAZONAS,2024,NO HAY CERTEZA DE LA CAUSA,16
AMAZONAS,2024,OTROS,76
ANCASH,2008,EXCESO DE VELOCIDAD,419
ANCASH,2008,EBRIEDAD DEL CONDUTOR,328
ANCASH,2008,IMPRUDENCIA DEL CONDUCTOR,456
ANCASH,2008,IMPRUDENCIA DEL PEATÓN,205
ANCASH,2008,IMPRUDENCIA DEL PASAJERO,56
ANCASH,2008,EXCESO DE CARGA,17
ANCASH,2008,DESACATO DE SEÑAL DE TRÁNSITO,30
ANCASH,2008,FALLA MECÁNICA,32
ANCASH,2008,FALLA DE LUCES,2
ANCASH,2008,PISTA EN MAL ESTADO,36
ANCASH,2008,SEÑALIZACIÓN DEFECTUOSA,9
ANCASH,2008,OTROS,26
ANCASH,2009,EXCESO DE VELOCIDAD,556
ANCASH,2009,EBRIEDAD DEL CONDUTOR,315
ANCASH,2009,IMPRUDENCIA DEL CONDUCTOR,590
ANCASH,2009,IMPRUDENCIA DEL PEATÓN,142
ANCASH,2009,IMPRUDENCIA DEL PASAJERO,42
ANCASH,2009,EXCESO DE CARGA,7
ANCASH,2009,DESACATO DE SEÑAL DE TRÁNSITO,13
ANCASH,2009,FALLA MECÁNICA,50
ANCASH,2009,FALLA DE LUCES,9
ANCASH,2009,PISTA EN MAL ESTADO,62
ANCASH,2009,SEÑALIZACIÓN DEFECTUOSA,16
ANCASH,2009,OTROS,145
ANCASH,2010,EXCESO DE VELOCIDAD,556
ANCASH,2010,EBRIEDAD DEL CONDUTOR,315
ANCASH,2010,IMPRUDENCIA DEL CONDUCTOR,590
ANCASH,2010,IMPRUDENCIA DEL PEATÓN,142
ANCASH,2010,IMPRUDENCIA DEL PASAJERO,42
ANCASH,2010,EXCESO DE CARGA,7
ANCASH,2010,DESACATO DE SEÑAL DE TRÁNSITO,13
ANCASH,2010,FALLA MECÁNICA,50
ANCASH,2010,FALLA DE LUCES,9
ANCASH,2010,PISTA EN MAL ESTADO,62
ANCASH,2010,SEÑALIZACIÓN DEFECTUOSA,16
ANCASH,2010,OTROS,145
ANCASH,2011,EXCESO DE VELOCIDAD,721
ANCASH,2011,EBRIEDAD DEL CONDUTOR,254
ANCASH,2011,IMPRUDENCIA DEL CONDUCTOR,637
ANCASH,2011,IMPRUDENCIA DEL PEATÓN,218
ANCASH,2011,IMPRUDENCIA DEL PASAJERO,82
ANCASH,2011,EXCESO DE CARGA,9
ANCASH,2011,DESACATO DE SEÑAL DE TRÁNSITO,22
ANCASH,2011,FALLA MECÁNICA,83
ANCASH,2011,FALLA DE LUCES,6
ANCASH,2011,PISTA EN MAL ESTADO,38
ANCASH,2011,SEÑALIZACIÓN DEFECTUOSA,14
ANCASH,2011,OTROS,183
ANCASH,2012,EXCESO DE VELOCIDAD,647
ANCASH,2012,EBRIEDAD DEL CONDUTOR,245
ANCASH,2012,IMPRUDENCIA DEL CONDUCTOR,789
ANCASH,2012,IMPRUDENCIA DEL PEATÓN,193
ANCASH,2012,IMPRUDENCIA DEL PASAJERO,67
ANCASH,2012,EXCESO DE CARGA,16
ANCASH,2012,DESACATO DE SEÑAL DE TRÁNSITO,35
ANCASH,2012,FALLA MECÁNICA,80
ANCASH,2012,FALLA DE LUCES,13
ANCASH,2012,PISTA EN MAL ESTADO,34
ANCASH,2012,SEÑALIZACIÓN DEFECTUOSA,10
ANCASH,2012,OTROS,169
ANCASH,2013,EXCESO DE VELOCIDAD,842
ANCASH,2013,EBRIEDAD DEL CONDUTOR,376
ANCASH,2013,IMPRUDENCIA DEL CONDUCTOR,708
ANCASH,2013,IMPRUDENCIA DEL PEATÓN,207
ANCASH,2013,IMPRUDENCIA DEL PASAJERO,40
ANCASH,2013,EXCESO DE CARGA,3
ANCASH,2013,DESACATO DE SEÑAL DE TRÁNSITO,20
ANCASH,2013,FALLA MECÁNICA,43
ANCASH,2013,FALLA DE LUCES,35
ANCASH,2013,PISTA EN MAL ESTADO,24
ANCASH,2013,SEÑALIZACIÓN DEFECTUOSA,15
ANCASH,2013,OTROS,163
ANCASH,2014,EXCESO DE VELOCIDAD,515
ANCASH,2014,EBRIEDAD DEL CONDUTOR,322
ANCASH,2014,IMPRUDENCIA DEL CONDUCTOR,721
ANCASH,2014,IMPRUDENCIA DEL PEATÓN,133
ANCASH,2014,IMPRUDENCIA DEL PASAJERO,51
ANCASH,2014,EXCESO DE CARGA,16
ANCASH,2014,DESACATO DE SEÑAL DE TRÁNSITO,28
ANCASH,2014,FALLA MECÁNICA,63
ANCASH,2014,FALLA DE LUCES,174
ANCASH,2014,PISTA EN MAL ESTADO,167
ANCASH,2014,SEÑALIZACIÓN DEFECTUOSA,44
ANCASH,2014,OTROS,243
ANCASH,2015,EXCESO DE VELOCIDAD,414
ANCASH,2015,EBRIEDAD DEL CONDUTOR,223
ANCASH,2015,IMPRUDENCIA DEL CONDUCTOR,410
ANCASH,2015,IMPRUDENCIA DEL PEATÓN,109
ANCASH,2015,IMPRUDENCIA DEL PASAJERO,25
ANCASH,2015,EXCESO DE CARGA,2
ANCASH,2015,DESACATO DE SEÑAL DE TRÁNSITO,8
ANCASH,2015,FALLA MECÁNICA,60
ANCASH,2015,FALLA DE LUCES,14
ANCASH,2015,PISTA EN MAL ESTADO,38
ANCASH,2015,SEÑALIZACIÓN DEFECTUOSA,5
ANCASH,2015,OTROS,169
ANCASH,2015,INVACIÓN DE CARRIL,79
ANCASH,2015,VEHÍCULO MAL ESTACIONADO,24
ANCASH,2015,FACTOR AMBIENTAL,21
ANCASH,2015,EBRIEDAD DEL PEATÓN,12
ANCASH,2015,NO IDENTIFICA LA CAUSA,56
ANCASH,2015,NO HAY CERTEZA DE LA CAUSA,28
ANCASH,2016,EXCESO DE VELOCIDAD,373
ANCASH,2016,EBRIEDAD DEL CONDUTOR,189
ANCASH,2016,IMPRUDENCIA DEL CONDUCTOR,416
ANCASH,2016,IMPRUDENCIA DEL PEATÓN,123
ANCASH,2016,IMPRUDENCIA DEL PASAJERO,29
ANCASH,2016,EXCESO DE CARGA,7
ANCASH,2016,DESACATO DE SEÑAL DE TRÁNSITO,10
ANCASH,2016,FALLA MECÁNICA,21
ANCASH,2016,FALLA DE LUCES,18
ANCASH,2016,PISTA EN MAL ESTADO,30
ANCASH,2016,SEÑALIZACIÓN DEFECTUOSA,18
ANCASH,2016,OTROS,177
ANCASH,2016,INVACIÓN DE CARRIL,18
ANCASH,2016,VEHÍCULO MAL ESTACIONADO,13
ANCASH,2016,FACTOR AMBIENTAL,15
ANCASH,2016,EBRIEDAD DEL PEATÓN,22
ANCASH,2016,NO IDENTIFICA LA CAUSA,25
ANCASH,2016,NO HAY CERTEZA DE LA CAUSA,27
ANCASH,2017,EXCESO DE VELOCIDAD,557
ANCASH,2017,EBRIEDAD DEL CONDUTOR,181
ANCASH,2017,IMPRUDENCIA DEL CONDUCTOR,486
ANCASH,2017,IMPRUDENCIA DEL PEATÓN,111
ANCASH,2017,IMPRUDENCIA DEL PASAJERO,61
ANCASH,2017,EXCESO DE CARGA,5
ANCASH,2017,DESACATO DE SEÑAL DE TRÁNSITO,15
ANCASH,2017,FALLA MECÁNICA,30
ANCASH,2017,FALLA DE LUCES,15
ANCASH,2017,PISTA EN MAL ESTADO,47
ANCASH,2017,SEÑALIZACIÓN DEFECTUOSA,15
ANCASH,2017,OTROS,200
ANCASH,2017,INVACIÓN DE CARRIL,87
ANCASH,2017,VEHÍCULO MAL ESTACIONADO,12
ANCASH,2017,FACTOR AMBIENTAL,27
ANCASH,2017,EBRIEDAD DEL PEATÓN,10
ANCASH,2017,NO IDENTIFICA LA CAUSA,78
ANCASH,2017,NO HAY CERTEZA DE LA CAUSA,36
ANCASH,2018,EXCESO DE VELOCIDAD,388
ANCASH,2018,IMPRUDENCIA DEL CONDUCTOR,669
ANCASH,2018,EBRIEDAD DEL CONDUTOR,182
ANCASH,2018,IMPRUDENCIA DEL PEATÓN,117
ANCASH,2018,IMPRUDENCIA DEL PASAJERO,16
ANCASH,2018,EXCESO DE CARGA,5
ANCASH,2018,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,3
ANCASH,2018,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,3
ANCASH,2018,FALLA MECÁNICA,38
ANCASH,2018,FALLA DE LUCES,15
ANCASH,2018,PISTA EN MAL ESTADO,61
ANCASH,2018,SEÑALIZACIÓN DEFECTUOSA,5
ANCASH,2018,INVACIÓN DE CARRIL,39
ANCASH,2018,VEHÍCULO MAL ESTACIONADO,16
ANCASH,2018,FACTOR AMBIENTAL,52
ANCASH,2018,EBRIEDAD DEL PEATÓN,10
ANCASH,2018,NO IDENTIFICA LA CAUSA,157
ANCASH,2018,NO HAY CERTEZA DE LA CAUSA,77
ANCASH,2018,OTROS,208
ANCASH,2019,EXCESO DE VELOCIDAD,379
ANCASH,2019,IMPRUDENCIA DEL CONDUCTOR,517
ANCASH,2019,EBRIEDAD DEL CONDUTOR,295
ANCASH,2019,IMPRUDENCIA DEL PEATÓN,44
ANCASH,2019,IMPRUDENCIA DEL PASAJERO,22
ANCASH,2019,EXCESO DE CARGA,0
ANCASH,2019,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,2
ANCASH,2019,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,7
ANCASH,2019,FALLA MECÁNICA,13
ANCASH,2019,FALLA DE LUCES,6
ANCASH,2019,PISTA EN MAL ESTADO,14
ANCASH,2019,SEÑALIZACIÓN DEFECTUOSA,1
ANCASH,2019,INVACIÓN DE CARRIL,15
ANCASH,2019,VEHÍCULO MAL ESTACIONADO,5
ANCASH,2019,FACTOR AMBIENTAL,17
ANCASH,2019,EBRIEDAD DEL PEATÓN,2
ANCASH,2019,NO IDENTIFICA LA CAUSA,159
ANCASH,2019,NO HAY CERTEZA DE LA CAUSA,70
ANCASH,2019,OTROS,761
ANCASH,2020,EXCESO DE VELOCIDAD,165
ANCASH,2020,IMPRUDENCIA DEL CONDUCTOR,334
ANCASH,2020,EBRIEDAD DEL CONDUTOR,65
ANCASH,2020,IMPRUDENCIA DEL PEATÓN,17
ANCASH,2020,IMPRUDENCIA DEL PASAJERO,6
ANCASH,2020,EXCESO DE CARGA,0
ANCASH,2020,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL CONDUCTOR,3
ANCASH,2020,DESACATO DE SEÑAL DE TRÁNSITO DE PARTE DEL PEATÓN,0
ANCASH,2020,FALLA MECÁNICA,10
ANCASH,2020,FALLA DE LUCES,5
ANCASH,2020,PISTA EN MAL ESTADO,10
ANCASH,2020,SEÑALIZACIÓN DEFECTUOSA,1
ANCASH,2020,INVACIÓN DE CARRIL,4
ANCASH,2020,VEHÍCULO MAL ESTACIONADO,3
ANCASH,2020,FACTOR AMBIENTAL,3
ANCASH,2020,EBRIEDAD DEL PEATÓN,4
ANCASH,2020,NO IDENTIFICA LA CAUSA,187
ANCASH,2020,NO HAY CERTEZA DE LA CAUSA,50
ANCASH,2020,OTROS,412
ANCASH,2021,EXCESO DE VELOCIDAD,413
ANCASH,2021,IMPRUDENCIA DEL CONDUCTOR,301
ANCASH,2021,EBRIEDAD DEL CONDUTOR,95
ANCASH,2021,IMPRUDENCIA DEL PEATÓN,28
