departamento,anio,franja_horaria,siniestros
HUANCAVELICA,2017,12:01 A 14:00,17
HUANCAVELICA,2017,14:01 A 16:00,39
HUANCAVELICA,2017,16:01 A 18:00,22
HUANCAVELICA,2017,18:01 A 20:00,37
HUANCAVELICA,2017,20:01 A 22:00,17
HUANCAVELICA,2017,22:01 A 24:00,6
HUANCAVELICA,2018,00:01 A 02:00,10
HUANCAVELICA,2018,02:01 A 04:00,16
HUANCAVELICA,2018,04:01 A 06:00,23
HUANCAVELICA,2018,06:01 A 08:00,36
HUANCAVELICA,2018,08:01 A 10:00,13
HUANCAVELICA,2018,10:01 A 12:00,25
HUANCAVELICA,2018,12:01 A 14:00,23
HUANCAVELICA,2018,14:01 A 16:00,22
HUANCAVELICA,2018,16:01 A 18:00,33
HUANCAVELICA,2018,18:01 A 20:00,10
HUANCAVELICA,2018,20:01 A 22:00,15
HUANCAVELICA,2018,22:01 A 24:00,31
HUANCAVELICA,2019,00:01 A 02:00,12
HUANCAVELICA,2019,02:01 A 04:00,32
HUANCAVELICA,2019,04:01 A 06:00,41
HUANCAVELICA,2019,06:01 A 08:00,33
HUANCAVELICA,2019,08:01 A 10:00,26
HUANCAVELICA,2019,10:01 A 12:00,19
HUANCAVELICA,2019,12:01 A 14:00,19
HUANCAVELICA,2019,14:01 A 16:00,17
HUANCAVELICA,2019,16:01 A 18:00,31
HUANCAVELICA,2019,18:01 A 20:00,25
HUANCAVELICA,2019,20:01 A 22:00,20
HUANCAVELICA,2019,22:01 A 24:00,19
HUANCAVELICA,2020,00:01 A 02:00,2
HUANCAVELICA,2020,02:01 A 04:00,6
HUANCAVELICA,2020,04:01 A 06:00,9
HUANCAVELICA,2020,06:01 A 08:00,20
HUANCAVELICA,2020,08:01 A 10:00,14
HUANCAVELICA,2020,10:01 A 12:00,13
HUANCAVELICA,2020,12:01 A 14:00,14
HUANCAVELICA,2020,14:01 A 16:00,29
HUANCAVELICA,2020,16:01 A 18:00,28
HUANCAVELICA,2020,18:01 A 20:00,18
HUANCAVELICA,2020,20:01 A 22:00,5
HUANCAVELICA,2020,22:01 A 24:00,12
HUANCAVELICA,2021,00:01 A 02:00,96
HUANCAVELICA,2021,02:01 A 04:00,65
HUANCAVELICA,2021,04:01 A 06:00,179
HUANCAVELICA,2021,06:01 A 08:00,229
HUANCAVELICA,2021,08:01 A 10:00,276
HUANCAVELICA,2021,10:01 A 12:00,296
HUANCAVELICA,2021,12:01 A 14:00,271
HUANCAVELICA,2021,14:01 A 16:00,297
HUANCAVELICA,2021,16:01 A 18:00,442
HUANCAVELICA,2021,18:01 A 20:00,379
HUANCAVELICA,2021,20:01 A 22:00,303
HUANCAVELICA,2021,22:01 A 24:00,163
HUANCAVELICA,2022,00:01 A 02:00,11
HUANCAVELICA,2022,02:01 A 04:00,10
HUANCAVELICA,2022,04:01 A 06:00,15
HUANCAVELICA,2022,06:01 A 08:00,10
HUANCAVELICA,2022,08:01 A 10:00,24
HUANCAVELICA,2022,10:01 A 12:00,19
HUANCAVELICA,2022,12:01 A 14:00,15
HUANCAVELICA,2022,14:01 A 16:00,21
HUANCAVELICA,2022,16:01 A 18:00,23
HUANCAVELICA,2022,18:01 A 20:00,24
HUANCAVELICA,2022,20:01 A 22:00,18
HUANCAVELICA,2022,22:01 A 24:00,10
HUANCAVELICA,2023,00:01 A 02:00,17
HUANCAVELICA,2023,02:01 A 04:00,24
HUANCAVELICA,2023,04:01 A 06:00,8
HUANCAVELICA,2023,06:01 A 08:00,20
HUANCAVELICA,2023,08:01 A 10:00,18
HUANCAVELICA,2023,10:01 A 12:00,20
HUANCAVELICA,2023,12:01 A 14:00,14
HUANCAVELICA,2023,14:01 A 16:00,23
HUANCAVELICA,2023,16:01 A 18:00,18
HUANCAVELICA,2023,18:01 A 20:00,22
HUANCAVELICA,2023,20:01 A 22:00,25
HUANCAVELICA,2023,22:01 A 24:00,11
HUANCAVELICA,2024,00:01 A 02:00,7
HUANCAVELICA,2024,02:01 A 04:00,18
HUANCAVELICA,2024,04:01 A 06:00,5
HUANCAVELICA,2024,06:01 A 08:00,22
HUANCAVELICA,2024,08:01 A 10:00,21
HUANCAVELICA,2024,10:01 A 12:00,19
HUANCAVELICA,2024,12:01 A 14:00,19
HUANCAVELICA,2024,14:01 A 16:00,29
HUANCAVELICA,2024,16:01 A 18:00,26
HUANCAVELICA,2024,18:01 A 20:00,18
HUANCAVELICA,2024,20:01 A 22:00,13
HUANCAVELICA,2024,22:01 A 24:00,4
HUANUCO,2008,08:00 A 14:00,196
HUANUCO,2008,14:00 A 20:00,180
HUANUCO,2008,20:00 A 02:00,189
HUANUCO,2008,02:00 A 08:00,108
HUANUCO,2009,08:00 A 14:00,116
HUANUCO,2009,14:00 A 20:00,154
HUANUCO,2009,20:00 A 02:00,118
HUANUCO,2009,02:00 A 08:00,74
HUANUCO,2010,08:00 A 14:00,143
HUANUCO,2010,14:00 A 20:00,136
HUANUCO,2010,20:00 A 02:00,131
HUANUCO,2010,02:00 A 08:00,98
HUANUCO,2011,08:00 A 14:00,262
HUANUCO,2011,14:00 A 20:00,249
HUANUCO,2011,20:00 A 02:00,161
HUANUCO,2011,02:00 A 08:00,129
HUANUCO,2012,08:00 A 14:00,343
HUANUCO,2012,14:00 A 20:00,313
HUANUCO,2012,20:00 A 02:00,234
HUANUCO,2012,02:00 A 08:00,180
HUANUCO,2013,08:00 A 14:00,479
HUANUCO,2013,14:00 A 20:00,503
HUANUCO,2013,20:00 A 02:00,385
HUANUCO,2013,02:00 A 08:00,281
HUANUCO,2014,08:00 A 14:00,1091
HUANUCO,2014,14:00 A 20:00,1037
HUANUCO,2014,20:00 A 02:00,1104
HUANUCO,2014,02:00 A 08:00,1051
HUANUCO,2015,00:01 A 02:00,159
HUANUCO,2015,02:01 A 04:00,142
HUANUCO,2015,04:01 A 06:00,191
HUANUCO,2015,06:01 A 08:00,268
HUANUCO,2015,08:01 A 10:00,255
HUANUCO,2015,10:01 A 12:00,262
HUANUCO,2015,12:01 A 14:00,283
HUANUCO,2015,14:01 A 16:00,241
HUANUCO,2015,16:01 A 18:00,237
HUANUCO,2015,18:01 A 20:00,246
HUANUCO,2015,20:01 A 22:00,231
HUANUCO,2015,22:01 A 24:00,193
HUANUCO,2016,00:01 A 02:00,109
HUANUCO,2016,02:01 A 04:00,114
HUANUCO,2016,04:01 A 06:00,164
HUANUCO,2016,06:01 A 08:00,180
HUANUCO,2016,08:01 A 10:00,216
HUANUCO,2016,10:01 A 12:00,205
HUANUCO,2016,12:01 A 14:00,177
HUANUCO,2016,14:01 A 16:00,198
HUANUCO,2016,16:01 A 18:00,189
HUANUCO,2016,18:01 A 20:00,188
HUANUCO,2016,20:01 A 22:00,185
HUANUCO,2016,22:01 A 24:00,142
HUANUCO,2017,00:01 A 02:00,26
HUANUCO,2017,02:01 A 04:00,40
HUANUCO,2017,04:01 A 06:00,84
HUANUCO,2017,06:01 A 08:00,156
HUANUCO,2017,08:01 A 10:00,149
HUANUCO,2017,10:01 A 12:00,200
HUANUCO,2017,12:01 A 14:00,164
HUANUCO,2017,14:01 A 16:00,180
HUANUCO,2017,16:01 A 18:00,214
HUANUCO,2017,18:01 A 20:00,208
HUANUCO,2017,20:01 A 22:00,195
HUANUCO,2017,22:01 A 24:00,108
HUANUCO,2018,00:01 A 02:00,27
HUANUCO,2018,02:01 A 04:00,81
HUANUCO,2018,04:01 A 06:00,59
HUANUCO,2018,06:01 A 08:00,60
HUANUCO,2018,08:01 A 10:00,45
HUANUCO,2018,10:01 A 12:00,73
HUANUCO,2018,12:01 A 14:00,107
HUANUCO,2018,14:01 A 16:00,97
HUANUCO,2018,16:01 A 18:00,108
HUANUCO,2018,18:01 A 20:00,64
HUANUCO,2018,20:01 A 22:00,54
HUANUCO,2018,22:01 A 24:00,34
HUANUCO,2019,00:01 A 02:00,49
HUANUCO,2019,02:01 A 04:00,63
HUANUCO,2019,04:01 A 06:00,63
HUANUCO,2019,06:01 A 08:00,119
HUANUCO,2019,08:01 A 10:00,89
HUANUCO,2019,10:01 A 12:00,151
HUANUCO,2019,12:01 A 14:00,72
HUANUCO,2019,14:01 A 16:00,112
HUANUCO,2019,16:01 A 18:00,126
HUANUCO,2019,18:01 A 20:00,87
HUANUCO,2019,20:01 A 22:00,68
HUANUCO,2019,22:01 A 24:00,63
HUANUCO,2020,00:01 A 02:00,36
HUANUCO,2020,02:01 A 04:00,64
HUANUCO,2020,04:01 A 06:00,65
HUANUCO,2020,06:01 A 08:00,77
HUANUCO,2020,08:01 A 10:00,70
HUANUCO,2020,10:01 A 12:00,91
HUANUCO,2020,12:01 A 14:00,65
HUANUCO,2020,14:01 A 16:00,56
HUANUCO,2020,16:01 A 18:00,82
HUANUCO,2020,18:01 A 20:00,98
HUANUCO,2020,20:01 A 22:00,61
HUANUCO,2020,22:01 A 24:00,57
HUANUCO,2021,00:01 A 02:00,6
HUANUCO,2021,02:01 A 04:00,4
HUANUCO,2021,04:01 A 06:00,18
HUANUCO,2021,06:01 A 08:00,24
HUANUCO,2021,08:01 A 10:00,19
HUANUCO,2021,10:01 A 12:00,26
HUANUCO,2021,12:01 A 14:00,28
HUANUCO,2021,14:01 A 16:00,21
HUANUCO,2021,16:01 A 18:00,30
HUANUCO,2021,18:01 A 20:00,24
HUANUCO,2021,20:01 A 22:00,28
HUANUCO,2021,22:01 A 24:00,14
HUANUCO,2022,00:01 A 02:00,37
HUANUCO,2022,02:01 A 04:00,52
HUANUCO,2022,04:01 A 06:00,78
HUANUCO,2022,06:01 A 08:00,88
HUANUCO,2022,08:01 A 10:00,98
HUANUCO,2022,10:01 A 12:00,98
HUANUCO,2022,12:01 A 14:00,125
HUANUCO,2022,14:01 A 16:00,117
HUANUCO,2022,16:01 A 18:00,148
HUANUCO,2022,18:01 A 20:00,169
HUANUCO,2022,20:01 A 22:00,167
HUANUCO,2022,22:01 A 24:00,83
HUANUCO,2023,00:01 A 02:00,41
HUANUCO,2023,02:01 A 04:00,66
HUANUCO,2023,04:01 A 06:00,85
HUANUCO,2023,06:01 A 08:00,99
HUANUCO,2023,08:01 A 10:00,132
HUANUCO,2023,10:01 A 12:00,90
HUANUCO,2023,12:01 A 14:00,138
HUANUCO,2023,14:01 A 16:00,134
HUANUCO,2023,16:01 A 18:00,136
HUANUCO,2023,18:01 A 20:00,141
HUANUCO,2023,20:01 A 22:00,137
HUANUCO,2023,22:01 A 24:00,91
HUANUCO,2024,00:01 A 02:00,28
HUANUCO,2024,02:01 A 04:00,64
HUANUCO,2024,04:01 A 06:00,84
HUANUCO,2024,06:01 A 08:00,76
HUANUCO,2024,08:01 A 10:00,100
HUANUCO,2024,10:01 A 12:00,119
HUANUCO,2024,12:01 A 14:00,112
HUANUCO,2024,14:01 A 16:00,120
HUANUCO,2024,16:01 A 18:00,137
HUANUCO,2024,18:01 A 20:00,133
HUANUCO,2024,20:01 A 22:00,125
HUANUCO,2024,22:01 A 24:00,63
ICA,2008,08:00 A 14:00,485
ICA,2008,14:00 A 20:00,524
ICA,2008,20:00 A 02:00,295
ICA,2008,02:00 A 08:00,181
ICA,2009,08:00 A 14:00,477
ICA,2009,14:00 A 20:00,431
ICA,2009,20:00 A 02:00,284
ICA,2009,02:00 A 08:00,212
ICA,2010,08:00 A 14:00,479
ICA,2010,14:00 A 20:00,593
ICA,2010,20:00 A 02:00,346
ICA,2010,02:00 A 08:00,155
ICA,2011,08:00 A 14:00,563
ICA,2011,14:00 A 20:00,523
ICA,2011,20:00 A 02:00,346
ICA,2011,02:00 A 08:00,152
ICA,2012,08:00 A 14:00,512
ICA,2012,14:00 A 20:00,557
ICA,2012,20:00 A 02:00,389
ICA,2012,02:00 A 08:00,177
ICA,2013,08:00 A 14:00,558
ICA,2013,14:00 A 20:00,614
ICA,2013,20:00 A 02:00,519
ICA,2013,02:00 A 08:00,216
ICA,2014,08:00 A 14:00,406
ICA,2014,14:00 A 20:00,541
ICA,2014,20:00 A 02:00,361
ICA,2014,02:00 A 08:00,204
ICA,2015,00:01 A 02:00,35
ICA,2015,02:01 A 04:00,82
ICA,2015,04:01 A 06:00,83
ICA,2015,06:01 A 08:00,79
ICA,2015,08:01 A 10:00,131
ICA,2015,10:01 A 12:00,78
ICA,2015,12:01 A 14:00,100
ICA,2015,14:01 A 16:00,175
ICA,2015,16:01 A 18:00,94
ICA,2015,18:01 A 20:00,96
ICA,2015,20:01 A 22:00,138
ICA,2015,22:01 A 24:00,81
ICA,2016,00:01 A 02:00,46
ICA,2016,02:01 A 04:00,63
ICA,2016,04:01 A 06:00,43
ICA,2016,06:01 A 08:00,80
ICA,2016,08:01 A 10:00,91
ICA,2016,10:01 A 12:00,95
ICA,2016,12:01 A 14:00,80
ICA,2016,14:01 A 16:00,124
ICA,2016,16:01 A 18:00,132
ICA,2016,18:01 A 20:00,141
ICA,2016,20:01 A 22:00,89
ICA,2016,22:01 A 24:00,63
ICA,2017,00:01 A 02:00,46
ICA,2017,02:01 A 04:00,76
ICA,2017,04:01 A 06:00,69
ICA,2017,06:01 A 08:00,108
ICA,2017,08:01 A 10:00,97
ICA,2017,10:01 A 12:00,108
ICA,2017,12:01 A 14:00,112
ICA,2017,14:01 A 16:00,90
ICA,2017,16:01 A 18:00,152
ICA,2017,18:01 A 20:00,118
ICA,2017,20:01 A 22:00,103
ICA,2017,22:01 A 24:00,102
ICA,2018,00:01 A 02:00,57
ICA,2018,02:01 A 04:00,64
ICA,2018,04:01 A 06:00,72
ICA,2018,06:01 A 08:00,75
ICA,2018,08:01 A 10:00,103
ICA,2018,10:01 A 12:00,132
ICA,2018,12:01 A 14:00,131
ICA,2018,14:01 A 16:00,148
ICA,2018,16:01 A 18:00,135
ICA,2018,18:01 A 20:00,148
ICA,2018,20:01 A 22:00,140
ICA,2018,22:01 A 24:00,98
ICA,2019,00:01 A 02:00,90
ICA,2019,02:01 A 04:00,90
ICA,2019,04:01 A 06:00,92
ICA,2019,06:01 A 08:00,138
ICA,2019,08:01 A 10:00,119
ICA,2019,10:01 A 12:00,136
ICA,2019,12:01 A 14:00,161
ICA,2019,14:01 A 16:00,120
ICA,2019,16:01 A 18:00,180
ICA,2019,18:01 A 20:00,253
ICA,2019,20:01 A 22:00,200
ICA,2019,22:01 A 24:00,155
ICA,2020,00:01 A 02:00,36
ICA,2020,02:01 A 04:00,32
ICA,2020,04:01 A 06:00,49
ICA,2020,06:01 A 08:00,54
ICA,2020,08:01 A 10:00,76
ICA,2020,10:01 A 12:00,94
ICA,2020,12:01 A 14:00,96
ICA,2020,14:01 A 16:00,94
ICA,2020,16:01 A 18:00,149
ICA,2020,18:01 A 20:00,133
ICA,2020,20:01 A 22:00,126
ICA,2020,22:01 A 24:00,64
ICA,2021,00:01 A 02:00,41
ICA,2021,02:01 A 04:00,53
ICA,2021,04:01 A 06:00,58
ICA,2021,06:01 A 08:00,92
ICA,2021,08:01 A 10:00,88
ICA,2021,10:01 A 12:00,140
ICA,2021,12:01 A 14:00,113
ICA,2021,14:01 A 16:00,99
ICA,2021,16:01 A 18:00,121
ICA,2021,18:01 A 20:00,153
ICA,2021,20:01 A 22:00,135
ICA,2021,22:01 A 24:00,106
ICA,2022,00:01 A 02:00,149
ICA,2022,02:01 A 04:00,127
ICA,2022,04:01 A 06:00,158
ICA,2022,06:01 A 08:00,136
ICA,2022,08:01 A 10:00,156
ICA,2022,10:01 A 12:00,216
ICA,2022,12:01 A 14:00,172
ICA,2022,14:01 A 16:00,173
ICA,2022,16:01 A 18:00,269
ICA,2022,18:01 A 20:00,195
ICA,2022,20:01 A 22:00,260
ICA,2022,22:01 A 24:00,143
ICA,2023,00:01 A 02:00,112
ICA,2023,02:01 A 04:00,141
ICA,2023,04:01 A 06:00,213
ICA,2023,06:01 A 08:00,178
ICA,2023,08:01 A 10:00,234
ICA,2023,10:01 A 12:00,169
ICA,2023,12:01 A 14:00,138
ICA,2023,14:01 A 16:00,159
ICA,2023,16:01 A 18:00,164
ICA,2023,18:01 A 20:00,292
ICA,2023,20:01 A 22:00,168
ICA,2023,22:01 A 24:00,186
ICA,2024,00:01 A 02:00,105
ICA,2024,02:01 A 04:00,139
ICA,2024,04:01 A 06:00,211
ICA,2024,06:01 A 08:00,159
ICA,2024,08:01 A 10:00,204
ICA,2024,10:01 A 12:00,172
ICA,2024,12:01 A 14:00,154
ICA,2024,14:01 A 16:00,208
ICA,2024,16:01 A 18:00,169
ICA,2024,18:01 A 20:00,260
ICA,2024,20:01 A 22:00,356
ICA,2024,22:01 A 24:00,144
JUNIN,2008,08:00 A 14:00,468
JUNIN,2008,14:00 A 20:00,540
JUNIN,2008,20:00 A 02:00,462
JUNIN,2008,02:00 A 08:00,349
JUNIN,2009,08:00 A 14:00,429
JUNIN,2009,14:00 A 20:00,507
JUNIN,2009,20:00 A 02:00,497
JUNIN,2009,02:00 A 08:00,456
JUNIN,2010,08:00 A 14:00,499
JUNIN,2010,14:00 A 20:00,677
JUNIN,2010,20:00 A 02:00,718
JUNIN,2010,02:00 A 08:00,439
JUNIN,2011,08:00 A 14:00,521
JUNIN,2011,14:00 A 20:00,740
JUNIN,2011,20:00 A 02:00,533
JUNIN,2011,02:00 A 08:00,344
JUNIN,2012,08:00 A 14:00,751
JUNIN,2012,14:00 A 20:00,1053
JUNIN,2012,20:00 A 02:00,851
JUNIN,2012,02:00 A 08:00,518
JUNIN,2013,08:00 A 14:00,911
JUNIN,2013,14:00 A 20:00,1158
JUNIN,2013,20:00 A 02:00,940
JUNIN,2013,02:00 A 08:00,595
JUNIN,2014,08:00 A 14:00,671
JUNIN,2014,14:00 A 20:00,897
JUNIN,2014,20:00 A 02:00,654
JUNIN,2014,02:00 A 08:00,489
JUNIN,2015,00:01 A 02:00,67
JUNIN,2015,02:01 A 04:00,119
JUNIN,2015,04:01 A 06:00,152
JUNIN,2015,06:01 A 08:00,272
JUNIN,2015,08:01 A 10:00,224
JUNIN,2015,10:01 A 12:00,228
JUNIN,2015,12:01 A 14:00,187
JUNIN,2015,14:01 A 16:00,268
JUNIN,2015,16:01 A 18:00,252
JUNIN,2015,18:01 A 20:00,302
JUNIN,2015,20:01 A 22:00,200
JUNIN,2015,22:01 A 24:00,96
JUNIN,2016,00:01 A 02:00,69
JUNIN,2016,02:01 A 04:00,150
JUNIN,2016,04:01 A 06:00,194
JUNIN,2016,06:01 A 08:00,238
JUNIN,2016,08:01 A 10:00,192
JUNIN,2016,10:01 A 12:00,219
JUNIN,2016,12:01 A 14:00,268
JUNIN,2016,14:01 A 16:00,211
JUNIN,2016,16:01 A 18:00,262
JUNIN,2016,18:01 A 20:00,248
JUNIN,2016,20:01 A 22:00,212
JUNIN,2016,22:01 A 24:00,115
JUNIN,2017,00:01 A 02:00,118
JUNIN,2017,02:01 A 04:00,152
JUNIN,2017,04:01 A 06:00,196
JUNIN,2017,06:01 A 08:00,239
JUNIN,2017,08:01 A 10:00,247
JUNIN,2017,10:01 A 12:00,242
JUNIN,2017,12:01 A 14:00,264
JUNIN,2017,14:01 A 16:00,188
JUNIN,2017,16:01 A 18:00,222
JUNIN,2017,18:01 A 20:00,240
JUNIN,2017,20:01 A 22:00,205
JUNIN,2017,22:01 A 24:00,144
JUNIN,2018,00:01 A 02:00,108
JUNIN,2018,02:01 A 04:00,69
JUNIN,2018,04:01 A 06:00,94
JUNIN,2018,06:01 A 08:00,201
JUNIN,2018,08:01 A 10:00,290
JUNIN,2018,10:01 A 12:00,233
JUNIN,2018,12:01 A 14:00,277
JUNIN,2018,14:01 A 16:00,198
JUNIN,2018,16:01 A 18:00,223
JUNIN,2018,18:01 A 20:00,322
JUNIN,2018,20:01 A 22:00,253
JUNIN,2018,22:01 A 24:00,161
JUNIN,2019,00:01 A 02:00,80
JUNIN,2019,02:01 A 04:00,109
JUNIN,2019,04:01 A 06:00,133
JUNIN,2019,06:01 A 08:00,283
JUNIN,2019,08:01 A 10:00,366
JUNIN,2019,10:01 A 12:00,289
JUNIN,2019,12:01 A 14:00,348
JUNIN,2019,14:01 A 16:00,326
JUNIN,2019,16:01 A 18:00,371
JUNIN,2019,18:01 A 20:00,403
JUNIN,2019,20:01 A 22:00,304
JUNIN,2019,22:01 A 24:00,156
JUNIN,2020,00:01 A 02:00,38
JUNIN,2020,02:01 A 04:00,54
JUNIN,2020,04:01 A 06:00,99
JUNIN,2020,06:01 A 08:00,207
JUNIN,2020,08:01 A 10:00,276
JUNIN,2020,10:01 A 12:00,282
JUNIN,2020,12:01 A 14:00,267
JUNIN,2020,14:01 A 16:00,233
JUNIN,2020,16:01 A 18:00,253
JUNIN,2020,18:01 A 20:00,312
JUNIN,2020,20:01 A 22:00,190
JUNIN,2020,22:01 A 24:00,100
JUNIN,2021,00:01 A 02:00,38
JUNIN,2021,02:01 A 04:00,60
JUNIN,2021,04:01 A 06:00,100
JUNIN,2021,06:01 A 08:00,121
JUNIN,2021,08:01 A 10:00,126
JUNIN,2021,10:01 A 12:00,137
JUNIN,2021,12:01 A 14:00,188
JUNIN,2021,14:01 A 16:00,193
JUNIN,2021,16:01 A 18:00,208
JUNIN,2021,18:01 A 20:00,179
JUNIN,2021,20:01 A 22:00,201
JUNIN,2021,22:01 A 24:00,99
JUNIN,2022,00:01 A 02:00,186
JUNIN,2022,02:01 A 04:00,309
JUNIN,2022,04:01 A 06:00,190
JUNIN,2022,06:01 A 08:00,314
JUNIN,2022,08:01 A 10:00,334
JUNIN,2022,10:01 A 12:00,347
JUNIN,2022,12:01 A 14:00,369
JUNIN,2022,14:01 A 16:00,299
JUNIN,2022,16:01 A 18:00,366
JUNIN,2022,18:01 A 20:00,416
JUNIN,2022,20:01 A 22:00,371
JUNIN,2022,22:01 A 24:00,163
JUNIN,2023,00:01 A 02:00,241
JUNIN,2023,02:01 A 04:00,370
JUNIN,2023,04:01 A 06:00,272
JUNIN,2023,06:01 A 08:00,327
JUNIN,2023,08:01 A 10:00,312
JUNIN,2023,10:01 A 12:00,344
JUNIN,2023,12:01 A 14:00,339
JUNIN,2023,14:01 A 16:00,319
JUNIN,2023,16:01 A 18:00,318
JUNIN,2023,18:01 A 20:00,426
JUNIN,2023,20:01 A 22:00,332
JUNIN,2023,22:01 A 24:00,204
JUNIN,2024,00:01 A 02:00,127
JUNIN,2024,02:01 A 04:00,140
JUNIN,2024,04:01 A 06:00,186
JUNIN,2024,06:01 A 08:00,230
JUNIN,2024,08:01 A 10:00,278
JUNIN,2024,10:01 A 12:00,321
JUNIN,2024,12:01 A 14:00,340
JUNIN,2024,14:01 A 16:00,378
JUNIN,2024,16:01 A 18:00,305
JUNIN,2024,18:01 A 20:00,281
JUNIN,2024,20:01 A 22:00,304
JUNIN,2024,22:01 A 24:00,234
LA LIBERTAD,2008,08:00 A 14:00,1084
LA LIBERTAD,2008,14:00 A 20:00,983
LA LIBERTAD,2008,20:00 A 02:00,973
LA LIBERTAD,2008,02:00 A 08:00,585
LA LIBERTAD,2009,08:00 A 14:00,1230
LA LIBERTAD,2009,14:00 A 20:00,1221
LA LIBERTAD,2009,20:00 A 02:00,937
LA LIBERTAD,2009,02:00 A 08:00,632
LA LIBERTAD,2010,08:00 A 14:00,1046
LA LIBERTAD,2010,14:00 A 20:00,1169
LA LIBERTAD,2010,20:00 A 02:00,857
LA LIBERTAD,2010,02:00 A 08:00,656
LA LIBERTAD,2011,08:00 A 14:00,1070
LA LIBERTAD,2011,14:00 A 20:00,1286
LA LIBERTAD,2011,20:00 A 02:00,886
LA LIBERTAD,2011,02:00 A 08:00,548
LA LIBERTAD,2012,08:00 A 14:00,1328
LA LIBERTAD,2012,14:00 A 20:00,1615
LA LIBERTAD,2012,20:00 A 02:00,1065
LA LIBERTAD,2012,02:00 A 08:00,613
LA LIBERTAD,2013,08:00 A 14:00,1314
LA LIBERTAD,2013,14:00 A 20:00,1514
LA LIBERTAD,2013,20:00 A 02:00,1150
LA LIBERTAD,2013,02:00 A 08:00,809
LA LIBERTAD,2014,08:00 A 14:00,1290
LA LIBERTAD,2014,14:00 A 20:00,1422
LA LIBERTAD,2014,20:00 A 02:00,1076
LA LIBERTAD,2014,02:00 A 08:00,870
LA LIBERTAD,2015,00:01 A 02:00,192
LA LIBERTAD,2015,02:01 A 04:00,119
LA LIBERTAD,2015,04:01 A 06:00,348
LA LIBERTAD,2015,06:01 A 08:00,340
LA LIBERTAD,2015,08:01 A 10:00,448
LA LIBERTAD,2015,10:01 A 12:00,343
LA LIBERTAD,2015,12:01 A 14:00,547
LA LIBERTAD,2015,14:01 A 16:00,420
LA LIBERTAD,2015,16:01 A 18:00,588
LA LIBERTAD,2015,18:01 A 20:00,690
LA LIBERTAD,2015,20:01 A 22:00,477
LA LIBERTAD,2015,22:01 A 24:00,341
LA LIBERTAD,2016,00:01 A 02:00,154
LA LIBERTAD,2016,02:01 A 04:00,132
LA LIBERTAD,2016,04:01 A 06:00,234
LA LIBERTAD,2016,06:01 A 08:00,375
LA LIBERTAD,2016,08:01 A 10:00,385
LA LIBERTAD,2016,10:01 A 12:00,376
LA LIBERTAD,2016,12:01 A 14:00,466
LA LIBERTAD,2016,14:01 A 16:00,444
LA LIBERTAD,2016,16:01 A 18:00,448
LA LIBERTAD,2016,18:01 A 20:00,730
LA LIBERTAD,2016,20:01 A 22:00,550
LA LIBERTAD,2016,22:01 A 24:00,410
LA LIBERTAD,2017,00:01 A 02:00,276
LA LIBERTAD,2017,02:01 A 04:00,263
LA LIBERTAD,2017,04:01 A 06:00,277
LA LIBERTAD,2017,06:01 A 08:00,432
LA LIBERTAD,2017,08:01 A 10:00,384
LA LIBERTAD,2017,10:01 A 12:00,430
LA LIBERTAD,2017,12:01 A 14:00,414
LA LIBERTAD,2017,14:01 A 16:00,421
LA LIBERTAD,2017,16:01 A 18:00,429
LA LIBERTAD,2017,18:01 A 20:00,488
LA LIBERTAD,2017,20:01 A 22:00,452
LA LIBERTAD,2017,22:01 A 24:00,338
LA LIBERTAD,2018,00:01 A 02:00,300
LA LIBERTAD,2018,02:01 A 04:00,203
LA LIBERTAD,2018,04:01 A 06:00,258
LA LIBERTAD,2018,06:01 A 08:00,357
LA LIBERTAD,2018,08:01 A 10:00,504
LA LIBERTAD,2018,10:01 A 12:00,491
LA LIBERTAD,2018,12:01 A 14:00,579
LA LIBERTAD,2018,14:01 A 16:00,531
LA LIBERTAD,2018,16:01 A 18:00,614
LA LIBERTAD,2018,18:01 A 20:00,811
LA LIBERTAD,2018,20:01 A 22:00,532
LA LIBERTAD,2018,22:01 A 24:00,466
LA LIBERTAD,2019,00:01 A 02:00,364
LA LIBERTAD,2019,02:01 A 04:00,316
LA LIBERTAD,2019,04:01 A 06:00,238
LA LIBERTAD,2019,06:01 A 08:00,468
LA LIBERTAD,2019,08:01 A 10:00,518
LA LIBERTAD,2019,10:01 A 12:00,559
LA LIBERTAD,2019,12:01 A 14:00,638
LA LIBERTAD,2019,14:01 A 16:00,568
LA LIBERTAD,2019,16:01 A 18:00,714
LA LIBERTAD,2019,18:01 A 20:00,727
LA LIBERTAD,2019,20:01 A 22:00,672
LA LIBERTAD,2019,22:01 A 24:00,515
LA LIBERTAD,2020,00:01 A 02:00,104
LA LIBERTAD,2020,02:01 A 04:00,76
LA LIBERTAD,2020,04:01 A 06:00,127
LA LIBERTAD,2020,06:01 A 08:00,245
LA LIBERTAD,2020,08:01 A 10:00,342
LA LIBERTAD,2020,10:01 A 12:00,363
LA LIBERTAD,2020,12:01 A 14:00,331
LA LIBERTAD,2020,14:01 A 16:00,346
LA LIBERTAD,2020,16:01 A 18:00,393
LA LIBERTAD,2020,18:01 A 20:00,451
LA LIBERTAD,2020,20:01 A 22:00,368
LA LIBERTAD,2020,22:01 A 24:00,198
LA LIBERTAD,2021,00:01 A 02:00,96
