codigo_siniestro,codigo_vehiculo,codigo_persona,fecha_siniestro,hora_siniestro,departamento,provincia,distrito,latitud,longitud,zona,clase_siniestro,causa_factor_principal,vehiculo,modalidad_transporte,estado_soat,tipo_persona,gravedad,edad,sexo
A-2021-01-23,V-2021-01-23-1,P-2021-01-23-1-1,2021-01-01,04:40,LIMA,HUARAL,HUARAL,-11.4828792384881,-77.25554675971524,RURAL,DESPISTE,EN PROCESO DE INVESTIGACIÓN,CAMIONETA RURAL,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,21.0,MASCULINO
A-2021-01-248,V-2021-01-248-1,P-2021-01-248-1-1,2021-01-01,05:45,LIMA,LIMA,PACHACAMAC,-12.2294,-76.859412,URBANA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,NO REGISTRA,CONDUCTOR,LESIONADO,28.0,MASCULINO
A-2021-01-248,V-2021-01-248-1,P-2021-01-248-1-2,2021-01-01,05:45,LIMA,LIMA,PACHACAMAC,-12.2294,-76.859412,URBANA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,NO REGISTRA,PASAJERO,FALLECIDO,25.0,FEMENINO
A-2021-01-248,V-2021-01-248-1,P-2021-01-248-1-3,2021-01-01,05:45,LIMA,LIMA,PACHACAMAC,-12.2294,-76.859412,URBANA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,NO REGISTRA,PASAJERO,LESIONADO,0.0,MASCULINO
A-2021-01-248,V-2021-01-248-1,P-2021-01-248-1-4,2021-01-01,05:45,LIMA,LIMA,PACHACAMAC,-12.2294,-76.859412,URBANA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,NO REGISTRA,PASAJERO,LESIONADO,64.0,MASCULINO
A-2021-01-38,V-2021-01-38-1,P-2021-01-38-1-1,2021-01-01,06:00,LA LIBERTAD,VIRU,VIRU,-8.414865,-78.754544,URBANA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,VEHICULO NO IDENTIFICADO,,,CONDUCTOR FUGADO,FALLECIDO,,NO INDICA
A-2021-01-38,V-2021-01-38-1,P-2021-01-38-1-2,2021-01-01,06:00,LA LIBERTAD,VIRU,VIRU,-8.414865,-78.754544,URBANA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,VEHICULO NO IDENTIFICADO,,,PEATÓN,FALLECIDO,38.0,MASCULINO
A-2021-01-39,V-2021-01-39-1,P-2021-01-39-1-1,2021-01-01,07:00,LA LIBERTAD,VIRU,VIRU,-8.432617,-78.772242,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR FUGADO,NO SE CONOCE,34.0,MASCULINO
A-2021-01-39,V-2021-01-39-1,P-2021-01-39-1-2,2021-01-01,07:00,LA LIBERTAD,VIRU,VIRU,-8.432617,-78.772242,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,PASAJERO,FALLECIDO,48.0,MASCULINO
A-2021-01-39,V-2021-01-39-2,P-2021-01-39-2-1,2021-01-01,07:00,LA LIBERTAD,VIRU,VIRU,-8.432617,-78.772242,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR FUGADO,NO SE CONOCE,,NO INDICA
A-2021-01-254,V-2021-01-254-1,P-2021-01-254-1-1,2021-01-01,14:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,-12.164406,-76.953426,URBANA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,LESIONADO,30.0,MASCULINO
A-2021-01-254,V-2021-01-254-1,P-2021-01-254-1-2,2021-01-01,14:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,-12.164406,-76.953426,URBANA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,PEATÓN,FALLECIDO,16.0,MASCULINO
A-2021-01-22,V-2021-01-22-1,P-2021-01-22-1-1,2021-01-01,17:45,SAN MARTIN,RIOJA,RIOJA,-6.063829,-77.171368,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VENCIDO,CONDUCTOR,FALLECIDO,71.0,MASCULINO
A-2021-01-22,V-2021-01-22-2,P-2021-01-22-2-1,2021-01-01,17:45,SAN MARTIN,RIOJA,RIOJA,-6.063829,-77.171368,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VENCIDO,CONDUCTOR,LESIONADO,23.0,MASCULINO
A-2021-01-67,V-2021-01-67-1,P-2021-01-67-1-1,2021-01-01,21:00,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-6.680472,-79.903582,RURAL,CHOQUE CON OBJETO FIJO,EN PROCESO DE INVESTIGACIÓN,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,ILESO,49.0,MASCULINO
A-2021-01-67,V-2021-01-67-1,P-2021-01-67-1-2,2021-01-01,21:00,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-6.680472,-79.903582,RURAL,CHOQUE CON OBJETO FIJO,EN PROCESO DE INVESTIGACIÓN,MOTOCICLETA,PARTICULAR,NO REGISTRA,PASAJERO,FALLECIDO,31.0,FEMENINO
A-2021-01-21,V-2021-01-21-1,P-2021-01-21-1-1,2021-01-02,08:45,PIURA,PIURA,PIURA,-5.164955595374173,-80.65128116025174,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIÓN,CARGA,VIGENTE,CONDUCTOR,ILESO,32.0,MASCULINO
A-2021-01-21,V-2021-01-21-2,P-2021-01-21-2-1,2021-01-02,08:45,PIURA,PIURA,PIURA,-5.164955595374173,-80.65128116025174,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,53.0,MASCULINO
A-2021-01-21,V-2021-01-21-2,P-2021-01-21-2-3,2021-01-02,08:45,PIURA,PIURA,PIURA,-5.164955595374173,-80.65128116025174,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,51.0,FEMENINO
A-2021-01-26,V-2021-01-26-1,P-2021-01-26-1-1,2021-01-02,09:40,JUNIN,YAULI,MOROCOCHA,-11.5916549,-76.0752901,URBANA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,CAMIONETA RURAL,ESCOLAR,VIGENTE,CONDUCTOR,FALLECIDO,45.0,MASCULINO
A-2021-01-26,V-2021-01-26-2,P-2021-01-26-2-1,2021-01-02,09:40,JUNIN,YAULI,MOROCOCHA,-11.5916549,-76.0752901,URBANA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,CAMIÓN,CARGA,VIGENTE,CONDUCTOR,LESIONADO,37.0,MASCULINO
A-2021-01-226,V-2021-01-226-1,P-2021-01-226-1-1,2021-01-02,13:00,PUNO,AZANGARO,AZANGARO,-14.92116,-70.204043,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA PICK UP,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,24.0,MASCULINO
A-2021-01-226,V-2021-01-226-2,P-2021-01-226-2-1,2021-01-02,13:00,PUNO,AZANGARO,AZANGARO,-14.92116,-70.204043,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,BICICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,57.0,MASCULINO
A-2021-01-36,V-2021-01-36-1,P-2021-01-36-1-1,2021-01-02,21:45,ANCASH,SANTA,CHIMBOTE,-9.103893283331551,-78.5542565472423,URBANA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,STATION WAGON,PUBLICO URBANO,VIGENTE,CONDUCTOR,ILESO,50.0,MASCULINO
A-2021-01-36,V-2021-01-36-1,P-2021-01-36-1-2,2021-01-02,21:45,ANCASH,SANTA,CHIMBOTE,-9.103893283331551,-78.5542565472423,URBANA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,STATION WAGON,PUBLICO URBANO,VIGENTE,PEATÓN,FALLECIDO,75.0,MASCULINO
A-2021-01-44,V-2021-01-44-1,P-2021-01-44-1-1,2021-01-02,22:00,PIURA,SULLANA,MIGUEL CHECA,-4.904804841419826,-80.81424317099258,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VENCIDO,CONDUCTOR,FALLECIDO,20.0,MASCULINO
A-2021-01-44,V-2021-01-44-1,P-2021-01-44-1-2,2021-01-02,22:00,PIURA,SULLANA,MIGUEL CHECA,-4.904804841419826,-80.81424317099258,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VENCIDO,PASAJERO,LESIONADO,20.0,MASCULINO
A-2021-01-44,V-2021-01-44-2,P-2021-01-44-2-1,2021-01-02,22:00,PIURA,SULLANA,MIGUEL CHECA,-4.904804841419826,-80.81424317099258,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,VEHICULO POLICIAL,VENCIDO,CONDUCTOR,LESIONADO,24.0,MASCULINO
A-2021-01-44,V-2021-01-44-2,P-2021-01-44-2-2,2021-01-02,22:00,PIURA,SULLANA,MIGUEL CHECA,-4.904804841419826,-80.81424317099258,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,VEHICULO POLICIAL,VENCIDO,PASAJERO,LESIONADO,31.0,MASCULINO
A-2021-01-258,V-2021-01-258-1,P-2021-01-258-1-1,2021-01-03,00:35,LIMA,LIMA,VILLA EL SALVADOR,-12.225604,-76.971698,URBANA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,VEHICULO NO IDENTIFICADO,OTRO,NO APLICA,CONDUCTOR FUGADO,NO SE CONOCE,,MASCULINO
A-2021-01-258,V-2021-01-258-1,P-2021-01-258-1-2,2021-01-03,00:35,LIMA,LIMA,VILLA EL SALVADOR,-12.225604,-76.971698,URBANA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,VEHICULO NO IDENTIFICADO,OTRO,NO APLICA,PEATÓN,FALLECIDO,,MASCULINO
A-2021-01-40,V-2021-01-40-1,P-2021-01-40-1-1,2021-01-03,09:30,LA LIBERTAD,ASCOPE,CHICAMA,-7.84524,-79.150883,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ÓMNIBUS,REGULAR(INTERPROVINCIAL),VIGENTE,CONDUCTOR,ILESO,47.0,MASCULINO
A-2021-01-40,V-2021-01-40-2,P-2021-01-40-2-1,2021-01-03,09:30,LA LIBERTAD,ASCOPE,CHICAMA,-7.84524,-79.150883,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,VIGENTE,CONDUCTOR,FALLECIDO,55.0,MASCULINO
A-2021-01-40,V-2021-01-40-2,P-2021-01-40-2-2,2021-01-03,09:30,LA LIBERTAD,ASCOPE,CHICAMA,-7.84524,-79.150883,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,VIGENTE,PASAJERO,LESIONADO,61.0,FEMENINO
A-2021-01-17,V-2021-01-17-1,P-2021-01-17-1-1,2021-01-03,16:10,LIMA,HUAURA,PACCHO,-10.88706939738808,-76.98079339602495,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,27.0,MASCULINO
A-2021-01-17,V-2021-01-17-1,P-2021-01-17-1-2,2021-01-03,16:10,LIMA,HUAURA,PACCHO,-10.88706939738808,-76.98079339602495,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,72.0,MASCULINO
A-2021-01-17,V-2021-01-17-1,P-2021-01-17-1-3,2021-01-03,16:10,LIMA,HUAURA,PACCHO,-10.88706939738808,-76.98079339602495,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,19.0,FEMENINO
A-2021-01-17,V-2021-01-17-1,P-2021-01-17-1-4,2021-01-03,16:10,LIMA,HUAURA,PACCHO,-10.88706939738808,-76.98079339602495,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,18.0,FEMENINO
A-2021-01-17,V-2021-01-17-1,P-2021-01-17-1-5,2021-01-03,16:10,LIMA,HUAURA,PACCHO,-10.88706939738808,-76.98079339602495,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,27.0,MASCULINO
A-2021-01-64,V-2021-01-64-1,P-2021-01-64-1-1,2021-01-03,20:50,JUNIN,SATIPO,MAZAMARI,-11.299122793253288,-74.54719269575503,RURAL,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,ÓMNIBUS,REGULAR(INTERPROVINCIAL),VIGENTE,CONDUCTOR,ILESO,42.0,MASCULINO
A-2021-01-64,V-2021-01-64-1,P-2021-01-64-1-2,2021-01-03,20:50,JUNIN,SATIPO,MAZAMARI,-11.299122793253288,-74.54719269575503,RURAL,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,ÓMNIBUS,REGULAR(INTERPROVINCIAL),VIGENTE,PEATÓN,FALLECIDO,24.0,MASCULINO
A-2021-01-41,V-2021-01-41-1,P-2021-01-41-1-1,2021-01-03,21:15,LA LIBERTAD,VIRU,VIRU,-8.42432,-78.781809,URBANA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA PICK UP,PARTICULAR,NO REGISTRA,CONDUCTOR,ILESO,56.0,MASCULINO
A-2021-01-41,V-2021-01-41-1,P-2021-01-41-1-3,2021-01-03,21:15,LA LIBERTAD,VIRU,VIRU,-8.42432,-78.781809,URBANA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA PICK UP,PARTICULAR,NO REGISTRA,PEATÓN,FALLECIDO,48.0,MASCULINO
A-2021-01-41,V-2021-01-41-1,P-2021-01-41-1-2,2021-01-03,21:15,LA LIBERTAD,VIRU,VIRU,-8.42432,-78.781809,URBANA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA PICK UP,PARTICULAR,NO REGISTRA,PEATÓN,LESIONADO,30.0,FEMENINO
A-2021-01-260,V-2021-01-260-1,P-2021-01-260-1-1,2021-01-04,01:35,LIMA,LIMA,ATE,-12.026010259318932,-76.91912179578782,URBANA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,23.0,MASCULINO
A-2021-01-260,V-2021-01-260-1,P-2021-01-260-1-2,2021-01-04,01:35,LIMA,LIMA,ATE,-12.026010259318932,-76.91912179578782,URBANA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,PEATÓN,FALLECIDO,26.0,MASCULINO
A-2021-01-27,V-2021-01-27-1,P-2021-01-27-1-1,2021-01-04,04:00,PIURA,HUANCABAMBA,SONDORILLO,-5.334099525062091,-79.44716669304513,RURAL,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA RURAL,PARTICULAR,VIGENTE,CONDUCTOR FUGADO,ILESO,26.0,MASCULINO
A-2021-01-27,V-2021-01-27-1,P-2021-01-27-1-2,2021-01-04,04:00,PIURA,HUANCABAMBA,SONDORILLO,-5.334099525062091,-79.44716669304513,RURAL,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA RURAL,PARTICULAR,VIGENTE,PEATÓN,FALLECIDO,24.0,MASCULINO
A-2021-01-62,V-2021-01-62-1,P-2021-01-62-1-1,2021-01-04,04:30,AREQUIPA,AREQUIPA,LA JOYA,-16.528801,-71.758877,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIÓN,PARTICULAR,VIGENTE,CONDUCTOR,LESIONADO,27.0,MASCULINO
A-2021-01-62,V-2021-01-62-1,P-2021-01-62-1-2,2021-01-04,04:30,AREQUIPA,AREQUIPA,LA JOYA,-16.528801,-71.758877,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIÓN,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,21.0,MASCULINO
A-2021-01-62,V-2021-01-62-2,P-2021-01-62-2-1,2021-01-04,04:30,AREQUIPA,AREQUIPA,LA JOYA,-16.528801,-71.758877,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,REMOLCADOR-SEMIREMOLQUE,CARGA,VIGENTE,CONDUCTOR,ILESO,39.0,MASCULINO
A-2021-01-37,V-2021-01-37-1,P-2021-01-37-1-1,2021-01-04,07:20,ANCASH,CASMA,CASMA,-9.48456685315444,-78.27405272080628,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIÓN,CARGA,VIGENTE,CONDUCTOR,ILESO,33.0,MASCULINO
A-2021-01-37,V-2021-01-37-2,P-2021-01-37-2-1,2021-01-04,07:20,ANCASH,CASMA,CASMA,-9.48456685315444,-78.27405272080628,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,VIGENTE,CONDUCTOR,ILESO,18.0,MASCULINO
A-2021-01-37,V-2021-01-37-2,P-2021-01-37-2-2,2021-01-04,07:20,ANCASH,CASMA,CASMA,-9.48456685315444,-78.27405272080628,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,VIGENTE,PASAJERO,FALLECIDO,34.0,FEMENINO
A-2021-01-37,V-2021-01-37-2,P-2021-01-37-2-3,2021-01-04,07:20,ANCASH,CASMA,CASMA,-9.48456685315444,-78.27405272080628,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,VIGENTE,PASAJERO,LESIONADO,58.0,MASCULINO
A-2021-01-169,V-2021-01-169-1,P-2021-01-169-1-1,2021-01-04,15:55,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-13.234828053175768,-71.49185821194068,RURAL,ESPECIAL,NEGLIGENCIA DEL CONDUCTOR,CAMIÓN,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,39.0,MASCULINO
A-2021-01-169,V-2021-01-169-1,P-2021-01-169-1-2,2021-01-04,15:55,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-13.234828053175768,-71.49185821194068,RURAL,ESPECIAL,NEGLIGENCIA DEL CONDUCTOR,CAMIÓN,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,9.0,MASCULINO
A-2021-01-42,V-2021-01-42-1,P-2021-01-42-1-1,2021-01-04,20:45,LA LIBERTAD,PACASMAYO,PACASMAYO,-7.41567,-79.548581,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA PICK UP,CARGA,VIGENTE,CONDUCTOR,LESIONADO,65.0,MASCULINO
A-2021-01-42,V-2021-01-42-2,P-2021-01-42-2-1,2021-01-04,20:45,LA LIBERTAD,PACASMAYO,PACASMAYO,-7.41567,-79.548581,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,26.0,MASCULINO
A-2021-01-42,V-2021-01-42-2,P-2021-01-42-2-2,2021-01-04,20:45,LA LIBERTAD,PACASMAYO,PACASMAYO,-7.41567,-79.548581,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,25.0,FEMENINO
A-2021-01-56,V-2021-01-56-1,P-2021-01-56-1-1,2021-01-04,20:00,PUNO,CHUCUITO,KELLUYO,-16.687,-69.176,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,CAMIÓN,PARTICULAR,NO REGISTRA,CONDUCTOR,ILESO,57.0,MASCULINO
A-2021-01-56,V-2021-01-56-1,P-2021-01-56-1-2,2021-01-04,20:00,PUNO,CHUCUITO,KELLUYO,-16.687,-69.176,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,CAMIÓN,PARTICULAR,NO REGISTRA,PASAJERO,LESIONADO,32.0,FEMENINO
A-2021-01-56,V-2021-01-56-2,P-2021-01-56-2-1,2021-01-04,20:00,PUNO,CHUCUITO,KELLUYO,-16.687,-69.176,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,BICICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,LESIONADO,57.0,MASCULINO
A-2021-01-56,V-2021-01-56-2,P-2021-01-56-2-2,2021-01-04,20:00,PUNO,CHUCUITO,KELLUYO,-16.687,-69.176,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,BICICLETA,PARTICULAR,NO REGISTRA,PASAJERO,FALLECIDO,60.0,FEMENINO
A-2021-01-332,V-2021-01-332-1,P-2021-01-332-1-1,2021-01-04,21:30,AREQUIPA,CAMANA,SAMUEL PASTOR,-16.6066661330461,-72.6996068528726,URBANA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,TRIMOTO PASAJERO,PARTICULAR,VIGENTE,CONDUCTOR,LESIONADO,44.0,MASCULINO
A-2021-01-332,V-2021-01-332-2,P-2021-01-332-2-1,2021-01-04,21:30,AREQUIPA,CAMANA,SAMUEL PASTOR,-16.6066661330461,-72.6996068528726,URBANA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,BICICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,67.0,MASCULINO
A-2021-01-57,V-2021-01-57-1,P-2021-01-57-1-1,2021-01-05,10:55,JUNIN,CHUPACA,CHUPACA,-12.0596872,-75.2879895,URBANA,CAÍDA DE PASAJERO,NEGLIGENCIA DEL CONDUCTOR,MINIBUS,PUBLICO URBANO,VIGENTE,CONDUCTOR,ILESO,48.0,MASCULINO
A-2021-01-57,V-2021-01-57-1,P-2021-01-57-1-2,2021-01-05,10:55,JUNIN,CHUPACA,CHUPACA,-12.0596872,-75.2879895,URBANA,CAÍDA DE PASAJERO,NEGLIGENCIA DEL CONDUCTOR,MINIBUS,PUBLICO URBANO,VIGENTE,PASAJERO,FALLECIDO,75.0,MASCULINO
A-2021-01-29,V-2021-01-29-1,P-2021-01-29-1-1,2021-01-05,17:00,APURIMAC,AYMARAES,COTARUSE,-14.51889722017264,-73.2761202903143,RURAL,ATROPELLO,IMPRUDENCIA DEL PEATÓN,REMOLCADOR,CARGA,VIGENTE,CONDUCTOR,ILESO,29.0,MASCULINO
A-2021-01-29,V-2021-01-29-1,P-2021-01-29-1-2,2021-01-05,17:00,APURIMAC,AYMARAES,COTARUSE,-14.51889722017264,-73.2761202903143,RURAL,ATROPELLO,IMPRUDENCIA DEL PEATÓN,REMOLCADOR,CARGA,VIGENTE,PEATÓN,FALLECIDO,3.0,FEMENINO
A-2021-01-25,V-2021-01-25-1,P-2021-01-25-1-1,2021-01-05,23:00,LIMA,BARRANCA,SUPE,-10.788981442173975,-77.71142585156548,URBANA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,VEHICULO NO IDENTIFICADO,,,PEATÓN,FALLECIDO,26.0,MASCULINO
A-2021-01-231,V-2021-01-231-1,P-2021-01-231-1-1,2021-01-06,06:05,PUNO,HUANCANE,TARACO,-15.257925,-69.876396,RURAL,ATROPELLO,IMPRUDENCIA DEL PEATÓN,CAMIONETA RURAL,PUBLICO URBANO,VIGENTE,CONDUCTOR,ILESO,22.0,MASCULINO
A-2021-01-231,V-2021-01-231-1,P-2021-01-231-1-2,2021-01-06,06:05,PUNO,HUANCANE,TARACO,-15.257925,-69.876396,RURAL,ATROPELLO,IMPRUDENCIA DEL PEATÓN,CAMIONETA RURAL,PUBLICO URBANO,VIGENTE,PEATÓN,FALLECIDO,77.0,FEMENINO
A-2021-01-58,V-2021-01-58-1,P-2021-01-58-1-1,2021-01-06,07:30,JUNIN,HUANCAYO,CULLHUAS,-12.2348153,-75.1553866,RURAL,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,VEHICULO NO IDENTIFICADO,,,CONDUCTOR FUGADO,NO SE CONOCE,,NO INDICA
A-2021-01-58,V-2021-01-58-1,P-2021-01-58-1-2,2021-01-06,07:30,JUNIN,HUANCAYO,CULLHUAS,-12.2348153,-75.1553866,RURAL,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,VEHICULO NO IDENTIFICADO,,,PEATÓN,FALLECIDO,40.0,FEMENINO
A-2021-01-262,V-2021-01-262-1,P-2021-01-262-1-1,2021-01-06,20:40,LIMA,LIMA,CHORRILLOS,-12.173039,-76.995706,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,26.0,MASCULINO
A-2021-01-262,V-2021-01-262-1,P-2021-01-262-1-2,2021-01-06,20:40,LIMA,LIMA,CHORRILLOS,-12.173039,-76.995706,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,19.0,FEMENINO
A-2021-01-262,V-2021-01-262-2,P-2021-01-262-2-1,2021-01-06,20:40,LIMA,LIMA,CHORRILLOS,-12.173039,-76.995706,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,31.0,FEMENINO
A-2021-01-187,V-2021-01-187-1,P-2021-01-187-1-1,2021-01-07,12:31,CUSCO,LA CONVENCION,QUELLOUNO,-12.58222,-72.39343,RURAL,DESPISTE,EN PROCESO DE INVESTIGACIÓN,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,47.0,MASCULINO
A-2021-01-43,V-2021-01-43-1,P-2021-01-43-1-1,2021-01-07,19:40,ANCASH,SANTA,SANTA,-9.004006503532352,-78.61846985128324,RURAL,ATROPELLO,IMPRUDENCIA DEL PEATÓN,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,26.0,MASCULINO
A-2021-01-43,V-2021-01-43-1,P-2021-01-43-1-2,2021-01-07,19:40,ANCASH,SANTA,SANTA,-9.004006503532352,-78.61846985128324,RURAL,ATROPELLO,IMPRUDENCIA DEL PEATÓN,AUTOMÓVIL,PARTICULAR,VIGENTE,PEATÓN,FALLECIDO,56.0,MASCULINO
A-2021-01-35,V-2021-01-35-1,P-2021-01-35-1-1,2021-01-08,05:20,ICA,ICA,PUEBLO NUEVO,-14.11280351736792,-75.71768884490805,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,FALLECIDO,65.0,MASCULINO
