codigo_siniestro,codigo_vehiculo,codigo_persona,fecha_siniestro,hora_siniestro,departamento,provincia,distrito,latitud,longitud,zona,clase_siniestro,causa_factor_principal,vehiculo,modalidad_transporte,estado_soat,tipo_persona,gravedad,edad,sexo
A-2021-02-32,V-2021-02-32-1,P-2021-02-32-1-3,2021-02-03,12:00,TACNA,TACNA,SAMA,-18.170141,-70.647195,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,NO REGISTRA,PASAJERO,FALLECIDO,34.0,MASCULINO
A-2021-02-31,V-2021-02-31-1,P-2021-02-31-1-1,2021-02-03,13:30,ANCASH,HUARI,UCO,-9.160781225717082,-76.92738104820685,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA RURAL,PARTICULAR,VENCIDO,CONDUCTOR,FALLECIDO,66.0,MASCULINO
A-2021-02-31,V-2021-02-31-1,P-2021-02-31-1-2,2021-02-03,13:30,ANCASH,HUARI,UCO,-9.160781225717082,-76.92738104820685,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA RURAL,PARTICULAR,VENCIDO,PASAJERO,FALLECIDO,21.0,MASCULINO
A-2021-02-31,V-2021-02-31-1,P-2021-02-31-1-3,2021-02-03,13:30,ANCASH,HUARI,UCO,-9.160781225717082,-76.92738104820685,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA RURAL,PARTICULAR,VENCIDO,PASAJERO,LESIONADO,19.0,MASCULINO
A-2021-02-31,V-2021-02-31-1,P-2021-02-31-1-4,2021-02-03,13:30,ANCASH,HUARI,UCO,-9.160781225717082,-76.92738104820685,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA RURAL,PARTICULAR,VENCIDO,PASAJERO,LESIONADO,20.0,MASCULINO
A-2021-02-75,V-2021-02-75-1,P-2021-02-75-1-1,2021-02-03,15:30,MOQUEGUA,MARISCAL NIETO,CARUMAS,-16.72916,-70.453007,RURAL,DESPISTE,INFRAESTRUCTURA Y ENTORNO VIAL,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,55.0,MASCULINO
A-2021-02-75,V-2021-02-75-1,P-2021-02-75-1-2,2021-02-03,15:30,MOQUEGUA,MARISCAL NIETO,CARUMAS,-16.72916,-70.453007,RURAL,DESPISTE,INFRAESTRUCTURA Y ENTORNO VIAL,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,48.0,FEMENINO
A-2021-02-286,V-2021-02-286-1,P-2021-02-286-1-1,2021-02-03,19:15,SAN MARTIN,SAN MARTIN,TARAPOTO,-6.47596,-76.36267,URBANA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,NO REGISTRA,CONDUCTOR,ILESO,22.0,MASCULINO
A-2021-02-286,V-2021-02-286-1,P-2021-02-286-1-2,2021-02-03,19:15,SAN MARTIN,SAN MARTIN,TARAPOTO,-6.47596,-76.36267,URBANA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,NO REGISTRA,PEATÓN,FALLECIDO,57.0,MASCULINO
A-2021-02-8,V-2021-02-8-1,P-2021-02-8-1-1,2021-02-04,02:30,PUNO,EL COLLAO,PILCUYO,-16.11862696,-69.59255185,RURAL,CHOQUE FUGA,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,FALLECIDO,50.0,MASCULINO
A-2021-02-8,V-2021-02-8-2,P-2021-02-8-2-1,2021-02-04,02:30,PUNO,EL COLLAO,PILCUYO,-16.11862696,-69.59255185,RURAL,CHOQUE FUGA,IMPRUDENCIA DEL CONDUCTOR,VEHICULO NO IDENTIFICADO,NO CORRESPONDE,NO REGISTRA,CONDUCTOR FUGADO,NO SE CONOCE,,NO INDICA
A-2021-02-78,V-2021-02-78-1,P-2021-02-78-1-1,2021-02-04,09:45,CUSCO,CANAS,PAMPAMARCA,-14.14751,-71.46,URBANA,ATROPELLO,NEGLIGENCIA DEL CONDUCTOR,CAMIONETA PICK UP,VEHICULO OFICIAL,VIGENTE,CONDUCTOR,ILESO,59.0,MASCULINO
A-2021-02-78,V-2021-02-78-1,P-2021-02-78-1-2,2021-02-04,09:45,CUSCO,CANAS,PAMPAMARCA,-14.14751,-71.46,URBANA,ATROPELLO,NEGLIGENCIA DEL CONDUCTOR,CAMIONETA PICK UP,VEHICULO OFICIAL,VIGENTE,PEATÓN,FALLECIDO,4.0,FEMENINO
A-2021-02-240,V-2021-02-240-1,P-2021-02-240-1-1,2021-02-04,12:00,CAJAMARCA,CAJAMARCA,LLACANORA,-7.174738,-78.423229,RURAL,DESPISTE,EN PROCESO DE INVESTIGACIÓN,BICICLETA,PARTICULAR,NO APLICA,CONDUCTOR,FALLECIDO,21.0,MASCULINO
A-2021-02-56,V-2021-02-56-1,P-2021-02-56-1-1,2021-02-04,12:00,PUNO,AZANGARO,SAN JOSE,-14.8922844,-70.1617261,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,FALLECIDO,22.0,MASCULINO
A-2021-02-56,V-2021-02-56-2,P-2021-02-56-2-1,2021-02-04,12:00,PUNO,AZANGARO,SAN JOSE,-14.8922844,-70.1617261,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,NO REGISTRA,CONDUCTOR,ILESO,26.0,MASCULINO
A-2021-02-277,V-2021-02-277-1,P-2021-02-277-1-1,2021-02-04,14:30,HUANUCO,HUANUCO,CHINCHAO,-9.712672764117524,-76.09245650562782,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,30.0,MASCULINO
A-2021-02-277,V-2021-02-277-2,P-2021-02-277-2-1,2021-02-04,14:30,HUANUCO,HUANUCO,CHINCHAO,-9.712672764117524,-76.09245650562782,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,VEHICULO NO IDENTIFICADO,NO CORRESPONDE,VIGENTE,CONDUCTOR FUGADO,NO SE CONOCE,,NO INDICA
A-2021-02-20,V-2021-02-20-1,P-2021-02-20-1-1,2021-02-04,22:10,PIURA,PIURA,PIURA,-5.167524,-80.655907,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VENCIDO,CONDUCTOR,LESIONADO,24.0,MASCULINO
A-2021-02-20,V-2021-02-20-1,P-2021-02-20-1-2,2021-02-04,22:10,PIURA,PIURA,PIURA,-5.167524,-80.655907,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VENCIDO,PASAJERO,LESIONADO,18.0,MASCULINO
A-2021-02-20,V-2021-02-20-2,P-2021-02-20-2-1,2021-02-04,22:10,PIURA,PIURA,PIURA,-5.167524,-80.655907,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VENCIDO,CONDUCTOR,FALLECIDO,51.0,MASCULINO
A-2021-02-20,V-2021-02-20-2,P-2021-02-20-2-2,2021-02-04,22:10,PIURA,PIURA,PIURA,-5.167524,-80.655907,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VENCIDO,PASAJERO,LESIONADO,32.0,MASCULINO
