departamento,anio,sexo,grupo_etario,fallecidos
CAJAMARCA,2022,MASCULINO,DE 12 A 17 AÑOS,5
CAJAMARCA,2022,MASCULINO,DE 18 A 29 AÑOS,36
CAJAMARCA,2022,MASCULINO,DE 30 A 59 AÑOS,50
CAJAMARCA,2022,MASCULINO,DE 60 A MÁS AÑOS,19
CAJAMARCA,2022,FEMENINO,DE 0 A 5 AÑOS,2
CAJAMARCA,2022,FEMENINO,DE 6 A 11 AÑOS,2
CAJAMARCA,2022,FEMENINO,DE 12 A 17 AÑOS,4
CAJAMARCA,2022,FEMENINO,DE 18 A 29 AÑOS,6
CAJAMARCA,2022,FEMENINO,DE 30 A 59 AÑOS,22
CAJAMARCA,2022,FEMENINO,DE 60 A MÁS AÑOS,8
CAJAMARCA,2023,MASCULINO,DE 0 A 5 AÑOS,1
CAJAMARCA,2023,MASCULINO,DE 6 A 11 AÑOS,1
CAJAMARCA,2023,MASCULINO,DE 12 A 17 AÑOS,7
CAJAMARCA,2023,MASCULINO,DE 18 A 29 AÑOS,47
CAJAMARCA,2023,MASCULINO,DE 30 A 59 AÑOS,62
CAJAMARCA,2023,MASCULINO,DE 60 A MÁS AÑOS,21
CAJAMARCA,2023,FEMENINO,DE 0 A 5 AÑOS,4
CAJAMARCA,2023,FEMENINO,DE 6 A 11 AÑOS,1
CAJAMARCA,2023,FEMENINO,DE 12 A 17 AÑOS,0
CAJAMARCA,2023,FEMENINO,DE 18 A 29 AÑOS,6
CAJAMARCA,2023,FEMENINO,DE 30 A 59 AÑOS,11
CAJAMARCA,2023,FEMENINO,DE 60 A MÁS AÑOS,8
CAJAMARCA,2024,MASCULINO,DE 0 A 5 AÑOS,2
CAJAMARCA,2024,MASCULINO,DE 6 A 11 AÑOS,0
CAJAMARCA,2024,MASCULINO,DE 12 A 17 AÑOS,4
CAJAMARCA,2024,MASCULINO,DE 18 A 29 AÑOS,44
CAJAMARCA,2024,MASCULINO,DE 30 A 59 AÑOS,68
CAJAMARCA,2024,MASCULINO,DE 60 A MÁS AÑOS,24
CAJAMARCA,2024,FEMENINO,DE 0 A 5 AÑOS,1
CAJAMARCA,2024,FEMENINO,DE 6 A 11 AÑOS,5
CAJAMARCA,2024,FEMENINO,DE 12 A 17 AÑOS,3
CAJAMARCA,2024,FEMENINO,DE 18 A 29 AÑOS,15
CAJAMARCA,2024,FEMENINO,DE 30 A 59 AÑOS,16
CAJAMARCA,2024,FEMENINO,DE 60 A MÁS AÑOS,13
CALLAO,2008,MASCULINO,MENOR DE 18 AÑOS,4
CALLAO,2008,MASCULINO,MAYOR DE 18 AÑOS,57
CALLAO,2008,FEMENINO,MENOR DE 18 AÑOS,1
CALLAO,2008,FEMENINO,MAYOR DE 18 AÑOS,14
CALLAO,2009,MASCULINO,MENOR DE 18 AÑOS,2
CALLAO,2009,MASCULINO,MAYOR DE 18 AÑOS,24
CALLAO,2009,FEMENINO,MENOR DE 18 AÑOS,1
CALLAO,2009,FEMENINO,MAYOR DE 18 AÑOS,3
CALLAO,2010,MASCULINO,DE 0 A 5 AÑOS,1
CALLAO,2010,MASCULINO,DE 6 A 12 AÑOS,2
CALLAO,2010,MASCULINO,DE 13 A 18 AÑOS,0
CALLAO,2010,MASCULINO,DE 19 A 25 AÑOS,3
CALLAO,2010,MASCULINO,DE 26 A 60 AÑOS,17
CALLAO,2010,MASCULINO,DE 60 A MÁS AÑOS,2
CALLAO,2010,FEMENINO,DE 0 A 5 AÑOS,0
CALLAO,2010,FEMENINO,DE 6 A 12 AÑOS,0
CALLAO,2010,FEMENINO,DE 13 A 18 AÑOS,0
CALLAO,2010,FEMENINO,DE 19 A 25 AÑOS,3
CALLAO,2010,FEMENINO,DE 26 A 60 AÑOS,6
CALLAO,2010,FEMENINO,DE 60 A MÁS AÑOS,0
CALLAO,2011,MASCULINO,DE 0 A 5 AÑOS,0
CALLAO,2011,MASCULINO,DE 6 A 12 AÑOS,1
CALLAO,2011,MASCULINO,DE 13 A 18 AÑOS,0
CALLAO,2011,MASCULINO,DE 19 A 25 AÑOS,5
CALLAO,2011,MASCULINO,DE 26 A 60 AÑOS,20
CALLAO,2011,MASCULINO,DE 60 A MÁS AÑOS,5
CALLAO,2011,FEMENINO,DE 0 A 5 AÑOS,0
CALLAO,2011,FEMENINO,DE 6 A 12 AÑOS,0
CALLAO,2011,FEMENINO,DE 13 A 18 AÑOS,0
CALLAO,2011,FEMENINO,DE 19 A 25 AÑOS,1
CALLAO,2011,FEMENINO,DE 26 A 60 AÑOS,2
CALLAO,2011,FEMENINO,DE 60 A MÁS AÑOS,1
CALLAO,2012,MASCULINO,DE 0 A 5 AÑOS,0
CALLAO,2012,MASCULINO,DE 6 A 12 AÑOS,0
CALLAO,2012,MASCULINO,DE 13 A 18 AÑOS,0
CALLAO,2012,MASCULINO,DE 19 A 25 AÑOS,3
CALLAO,2012,MASCULINO,DE 26 A 60 AÑOS,17
CALLAO,2012,MASCULINO,DE 60 A MÁS AÑOS,2
CALLAO,2012,FEMENINO,DE 0 A 5 AÑOS,0
CALLAO,2012,FEMENINO,DE 6 A 12 AÑOS,0
CALLAO,2012,FEMENINO,DE 13 A 18 AÑOS,0
CALLAO,2012,FEMENINO,DE 19 A 25 AÑOS,0
CALLAO,2012,FEMENINO,DE 26 A 60 AÑOS,5
CALLAO,2012,FEMENINO,DE 60 A MÁS AÑOS,1
CALLAO,2013,MASCULINO,DE 0 A 5 AÑOS,0
CALLAO,2013,MASCULINO,DE 6 A 12 AÑOS,3
CALLAO,2013,MASCULINO,DE 13 A 18 AÑOS,1
CALLAO,2013,MASCULINO,DE 19 A 25 AÑOS,8
CALLAO,2013,MASCULINO,DE 26 A 60 AÑOS,20
CALLAO,2013,MASCULINO,DE 60 A MÁS AÑOS,7
CALLAO,2013,FEMENINO,DE 0 A 5 AÑOS,1
CALLAO,2013,FEMENINO,DE 6 A 12 AÑOS,3
CALLAO,2013,FEMENINO,DE 13 A 18 AÑOS,5
CALLAO,2013,FEMENINO,DE 19 A 25 AÑOS,4
CALLAO,2013,FEMENINO,DE 26 A 60 AÑOS,7
CALLAO,2013,FEMENINO,DE 60 A MÁS AÑOS,4
CALLAO,2014,MASCULINO,DE 0 A 5 AÑOS,1
CALLAO,2014,MASCULINO,DE 6 A 12 AÑOS,1
CALLAO,2014,MASCULINO,DE 13 A 18 AÑOS,0
CALLAO,2014,MASCULINO,DE 19 A 25 AÑOS,4
CALLAO,2014,MASCULINO,DE 26 A 60 AÑOS,16
CALLAO,2014,MASCULINO,DE 60 A MÁS AÑOS,8
CALLAO,2014,FEMENINO,DE 0 A 5 AÑOS,1
CALLAO,2014,FEMENINO,DE 6 A 12 AÑOS,0
CALLAO,2014,FEMENINO,DE 13 A 18 AÑOS,2
CALLAO,2014,FEMENINO,DE 19 A 25 AÑOS,7
CALLAO,2014,FEMENINO,DE 26 A 60 AÑOS,9
CALLAO,2014,FEMENINO,DE 60 A MÁS AÑOS,3
CALLAO,2015,MASCULINO,DE 0 A 5 AÑOS,0
CALLAO,2015,MASCULINO,DE 6 A 12 AÑOS,0
CALLAO,2015,MASCULINO,DE 13 A 18 AÑOS,0
CALLAO,2015,MASCULINO,DE 19 A 25 AÑOS,2
CALLAO,2015,MASCULINO,DE 26 A 60 AÑOS,59
CALLAO,2015,MASCULINO,DE 60 A MÁS AÑOS,9
CALLAO,2015,FEMENINO,DE 0 A 5 AÑOS,0
CALLAO,2015,FEMENINO,DE 6 A 12 AÑOS,0
CALLAO,2015,FEMENINO,DE 13 A 18 AÑOS,0
CALLAO,2015,FEMENINO,DE 19 A 25 AÑOS,1
CALLAO,2015,FEMENINO,DE 26 A 60 AÑOS,2
CALLAO,2015,FEMENINO,DE 60 A MÁS AÑOS,1
CALLAO,2016,MASCULINO,DE 0 A 5 AÑOS,0
CALLAO,2016,MASCULINO,DE 6 A 12 AÑOS,0
CALLAO,2016,MASCULINO,DE 13 A 18 AÑOS,0
CALLAO,2016,MASCULINO,DE 19 A 25 AÑOS,0
CALLAO,2016,MASCULINO,DE 26 A 60 AÑOS,6
CALLAO,2016,MASCULINO,DE 60 A MÁS AÑOS,7
CALLAO,2016,FEMENINO,DE 0 A 5 AÑOS,0
CALLAO,2016,FEMENINO,DE 6 A 12 AÑOS,0
CALLAO,2016,FEMENINO,DE 13 A 18 AÑOS,0
CALLAO,2016,FEMENINO,DE 19 A 25 AÑOS,3
CALLAO,2016,FEMENINO,DE 26 A 60 AÑOS,4
CALLAO,2016,FEMENINO,DE 60 A MÁS AÑOS,1
CALLAO,2017,MASCULINO,DE 0 A 5 AÑOS,2
CALLAO,2017,MASCULINO,DE 6 A 12 AÑOS,0
CALLAO,2017,MASCULINO,DE 13 A 18 AÑOS,4
CALLAO,2017,MASCULINO,DE 19 A 25 AÑOS,4
CALLAO,2017,MASCULINO,DE 26 A 60 AÑOS,21
CALLAO,2017,MASCULINO,DE 60 A MÁS AÑOS,6
CALLAO,2017,FEMENINO,DE 0 A 5 AÑOS,0
CALLAO,2017,FEMENINO,DE 6 A 12 AÑOS,0
CALLAO,2017,FEMENINO,DE 13 A 18 AÑOS,0
CALLAO,2017,FEMENINO,DE 19 A 25 AÑOS,0
CALLAO,2017,FEMENINO,DE 26 A 60 AÑOS,6
CALLAO,2017,FEMENINO,DE 60 A MÁS AÑOS,3
CALLAO,2018,MASCULINO,DE 0 A 5 AÑOS,0
CALLAO,2018,MASCULINO,DE 6 A 11 AÑOS,0
CALLAO,2018,MASCULINO,DE 12 A 17 AÑOS,1
CALLAO,2018,MASCULINO,DE 18 A 29 AÑOS,13
CALLAO,2018,MASCULINO,DE 30 A 59 AÑOS,20
CALLAO,2018,MASCULINO,DE 60 A MÁS AÑOS,9
CALLAO,2018,FEMENINO,DE 0 A 5 AÑOS,2
CALLAO,2018,FEMENINO,DE 6 A 11 AÑOS,0
CALLAO,2018,FEMENINO,DE 12 A 17 AÑOS,0
CALLAO,2018,FEMENINO,DE 18 A 29 AÑOS,2
CALLAO,2018,FEMENINO,DE 30 A 59 AÑOS,5
CALLAO,2018,FEMENINO,DE 60 A MÁS AÑOS,3
CALLAO,2019,MASCULINO,DE 0 A 5 AÑOS,1
CALLAO,2019,MASCULINO,DE 6 A 11 AÑOS,0
CALLAO,2019,MASCULINO,DE 12 A 17 AÑOS,0
CALLAO,2019,MASCULINO,DE 18 A 29 AÑOS,4
CALLAO,2019,MASCULINO,DE 30 A 59 AÑOS,10
CALLAO,2019,MASCULINO,DE 60 A MÁS AÑOS,5
CALLAO,2019,FEMENINO,DE 0 A 5 AÑOS,0
CALLAO,2019,FEMENINO,DE 6 A 11 AÑOS,0
CALLAO,2019,FEMENINO,DE 12 A 17 AÑOS,0
CALLAO,2019,FEMENINO,DE 18 A 29 AÑOS,2
CALLAO,2019,FEMENINO,DE 30 A 59 AÑOS,2
CALLAO,2019,FEMENINO,DE 60 A MÁS AÑOS,0
CALLAO,2020,MASCULINO,DE 0 A 5 AÑOS,0
CALLAO,2020,MASCULINO,DE 6 A 11 AÑOS,1
CALLAO,2020,MASCULINO,DE 12 A 17 AÑOS,0
CALLAO,2020,MASCULINO,DE 18 A 29 AÑOS,7
CALLAO,2020,MASCULINO,DE 30 A 59 AÑOS,13
CALLAO,2020,MASCULINO,DE 60 A MÁS AÑOS,5
CALLAO,2020,FEMENINO,DE 0 A 5 AÑOS,0
CALLAO,2020,FEMENINO,DE 6 A 11 AÑOS,0
CALLAO,2020,FEMENINO,DE 12 A 17 AÑOS,0
CALLAO,2020,FEMENINO,DE 18 A 29 AÑOS,1
CALLAO,2020,FEMENINO,DE 30 A 59 AÑOS,1
CALLAO,2020,FEMENINO,DE 60 A MÁS AÑOS,0
CALLAO,2021,MASCULINO,DE 0 A 5 AÑOS,0
CALLAO,2021,MASCULINO,DE 6 A 11 AÑOS,1
CALLAO,2021,MASCULINO,DE 12 A 17 AÑOS,1
CALLAO,2021,MASCULINO,DE 18 A 29 AÑOS,5
CALLAO,2021,MASCULINO,DE 30 A 59 AÑOS,16
CALLAO,2021,MASCULINO,DE 60 A MÁS AÑOS,4
CALLAO,2021,FEMENINO,DE 0 A 5 AÑOS,0
CALLAO,2021,FEMENINO,DE 6 A 11 AÑOS,0
CALLAO,2021,FEMENINO,DE 12 A 17 AÑOS,0
CALLAO,2021,FEMENINO,DE 18 A 29 AÑOS,1
CALLAO,2021,FEMENINO,DE 30 A 59 AÑOS,3
CALLAO,2021,FEMENINO,DE 60 A MÁS AÑOS,1
CALLAO,2022,MASCULINO,DE 0 A 5 AÑOS,1
CALLAO,2022,MASCULINO,DE 6 A 11 AÑOS,0
CALLAO,2022,MASCULINO,DE 12 A 17 AÑOS,2
CALLAO,2022,MASCULINO,DE 18 A 29 AÑOS,4
CALLAO,2022,MASCULINO,DE 30 A 59 AÑOS,15
CALLAO,2022,MASCULINO,DE 60 A MÁS AÑOS,4
CALLAO,2022,FEMENINO,DE 0 A 5 AÑOS,0
CALLAO,2022,FEMENINO,DE 6 A 11 AÑOS,0
CALLAO,2022,FEMENINO,DE 12 A 17 AÑOS,0
CALLAO,2022,FEMENINO,DE 18 A 29 AÑOS,1
CALLAO,2022,FEMENINO,DE 30 A 59 AÑOS,4
CALLAO,2022,FEMENINO,DE 60 A MÁS AÑOS,0
CALLAO,2023,MASCULINO,DE 0 A 5 AÑOS,0
CALLAO,2023,MASCULINO,DE 6 A 11 AÑOS,2
CALLAO,2023,MASCULINO,DE 12 A 17 AÑOS,0
CALLAO,2023,MASCULINO,DE 18 A 29 AÑOS,2
CALLAO,2023,MASCULINO,DE 30 A 59 AÑOS,2
CALLAO,2023,MASCULINO,DE 60 A MÁS AÑOS,0
CALLAO,2023,FEMENINO,DE 0 A 5 AÑOS,0
CALLAO,2023,FEMENINO,DE 6 A 11 AÑOS,0
CALLAO,2023,FEMENINO,DE 12 A 17 AÑOS,0
CALLAO,2023,FEMENINO,DE 18 A 29 AÑOS,4
CALLAO,2023,FEMENINO,DE 30 A 59 AÑOS,2
CALLAO,2023,FEMENINO,DE 60 A MÁS AÑOS,2
CALLAO,2024,MASCULINO,DE 0 A 5 AÑOS,3
CALLAO,2024,MASCULINO,DE 6 A 11 AÑOS,0
CALLAO,2024,MASCULINO,DE 12 A 17 AÑOS,0
CALLAO,2024,MASCULINO,DE 18 A 29 AÑOS,1
CALLAO,2024,MASCULINO,DE 30 A 59 AÑOS,5
CALLAO,2024,MASCULINO,DE 60 A MÁS AÑOS,2
CALLAO,2024,FEMENINO,DE 0 A 5 AÑOS,1
CALLAO,2024,FEMENINO,DE 6 A 11 AÑOS,0
CALLAO,2024,FEMENINO,DE 12 A 17 AÑOS,0
CALLAO,2024,FEMENINO,DE 18 A 29 AÑOS,1
CALLAO,2024,FEMENINO,DE 30 A 59 AÑOS,1
CALLAO,2024,FEMENINO,DE 60 A MÁS AÑOS,0
CUSCO,2008,MASCULINO,MENOR DE 18 AÑOS,58
CUSCO,2008,MASCULINO,MAYOR DE 18 AÑOS,245
CUSCO,2008,FEMENINO,MENOR DE 18 AÑOS,14
CUSCO,2008,FEMENINO,MAYOR DE 18 AÑOS,37
CUSCO,2009,MASCULINO,MENOR DE 18 AÑOS,81
CUSCO,2009,MASCULINO,MAYOR DE 18 AÑOS,269
CUSCO,2009,FEMENINO,MENOR DE 18 AÑOS,30
CUSCO,2009,FEMENINO,MAYOR DE 18 AÑOS,58
CUSCO,2010,MASCULINO,DE 0 A 5 AÑOS,6
CUSCO,2010,MASCULINO,DE 6 A 12 AÑOS,12
CUSCO,2010,MASCULINO,DE 13 A 18 AÑOS,19
CUSCO,2010,MASCULINO,DE 19 A 25 AÑOS,14
CUSCO,2010,MASCULINO,DE 26 A 60 AÑOS,62
CUSCO,2010,MASCULINO,DE 60 A MÁS AÑOS,28
CUSCO,2010,FEMENINO,DE 0 A 5 AÑOS,3
CUSCO,2010,FEMENINO,DE 6 A 12 AÑOS,7
CUSCO,2010,FEMENINO,DE 13 A 18 AÑOS,6
CUSCO,2010,FEMENINO,DE 19 A 25 AÑOS,11
CUSCO,2010,FEMENINO,DE 26 A 60 AÑOS,41
CUSCO,2010,FEMENINO,DE 60 A MÁS AÑOS,7
CUSCO,2011,MASCULINO,DE 0 A 5 AÑOS,8
CUSCO,2011,MASCULINO,DE 6 A 12 AÑOS,11
CUSCO,2011,MASCULINO,DE 13 A 18 AÑOS,20
CUSCO,2011,MASCULINO,DE 19 A 25 AÑOS,41
CUSCO,2011,MASCULINO,DE 26 A 60 AÑOS,30
CUSCO,2011,MASCULINO,DE 60 A MÁS AÑOS,6
CUSCO,2011,FEMENINO,DE 0 A 5 AÑOS,2
CUSCO,2011,FEMENINO,DE 6 A 12 AÑOS,2
CUSCO,2011,FEMENINO,DE 13 A 18 AÑOS,10
CUSCO,2011,FEMENINO,DE 19 A 25 AÑOS,12
CUSCO,2011,FEMENINO,DE 26 A 60 AÑOS,17
CUSCO,2011,FEMENINO,DE 60 A MÁS AÑOS,7
CUSCO,2012,MASCULINO,DE 0 A 5 AÑOS,0
CUSCO,2012,MASCULINO,DE 6 A 12 AÑOS,38
CUSCO,2012,MASCULINO,DE 13 A 18 AÑOS,52
CUSCO,2012,MASCULINO,DE 19 A 25 AÑOS,60
CUSCO,2012,MASCULINO,DE 26 A 60 AÑOS,41
CUSCO,2012,MASCULINO,DE 60 A MÁS AÑOS,20
CUSCO,2012,FEMENINO,DE 0 A 5 AÑOS,5
CUSCO,2012,FEMENINO,DE 6 A 12 AÑOS,26
CUSCO,2012,FEMENINO,DE 13 A 18 AÑOS,28
CUSCO,2012,FEMENINO,DE 19 A 25 AÑOS,25
CUSCO,2012,FEMENINO,DE 26 A 60 AÑOS,19
CUSCO,2012,FEMENINO,DE 60 A MÁS AÑOS,11
CUSCO,2013,MASCULINO,DE 0 A 5 AÑOS,8
CUSCO,2013,MASCULINO,DE 6 A 12 AÑOS,26
CUSCO,2013,MASCULINO,DE 13 A 18 AÑOS,49
CUSCO,2013,MASCULINO,DE 19 A 25 AÑOS,41
CUSCO,2013,MASCULINO,DE 26 A 60 AÑOS,108
CUSCO,2013,MASCULINO,DE 60 A MÁS AÑOS,27
CUSCO,2013,FEMENINO,DE 0 A 5 AÑOS,8
CUSCO,2013,FEMENINO,DE 6 A 12 AÑOS,13
CUSCO,2013,FEMENINO,DE 13 A 18 AÑOS,18
CUSCO,2013,FEMENINO,DE 19 A 25 AÑOS,11
CUSCO,2013,FEMENINO,DE 26 A 60 AÑOS,28
CUSCO,2013,FEMENINO,DE 60 A MÁS AÑOS,8
CUSCO,2014,MASCULINO,DE 0 A 5 AÑOS,9
CUSCO,2014,MASCULINO,DE 6 A 12 AÑOS,10
CUSCO,2014,MASCULINO,DE 13 A 18 AÑOS,13
CUSCO,2014,MASCULINO,DE 19 A 25 AÑOS,34
CUSCO,2014,MASCULINO,DE 26 A 60 AÑOS,77
CUSCO,2014,MASCULINO,DE 60 A MÁS AÑOS,14
CUSCO,2014,FEMENINO,DE 0 A 5 AÑOS,7
CUSCO,2014,FEMENINO,DE 6 A 12 AÑOS,3
CUSCO,2014,FEMENINO,DE 13 A 18 AÑOS,3
CUSCO,2014,FEMENINO,DE 19 A 25 AÑOS,7
CUSCO,2014,FEMENINO,DE 26 A 60 AÑOS,20
CUSCO,2014,FEMENINO,DE 60 A MÁS AÑOS,1
CUSCO,2015,MASCULINO,DE 0 A 5 AÑOS,18
CUSCO,2015,MASCULINO,DE 6 A 12 AÑOS,5
CUSCO,2015,MASCULINO,DE 13 A 18 AÑOS,7
CUSCO,2015,MASCULINO,DE 19 A 25 AÑOS,12
CUSCO,2015,MASCULINO,DE 26 A 60 AÑOS,69
CUSCO,2015,MASCULINO,DE 60 A MÁS AÑOS,5
CUSCO,2015,FEMENINO,DE 0 A 5 AÑOS,3
CUSCO,2015,FEMENINO,DE 6 A 12 AÑOS,1
CUSCO,2015,FEMENINO,DE 13 A 18 AÑOS,4
CUSCO,2015,FEMENINO,DE 19 A 25 AÑOS,5
CUSCO,2015,FEMENINO,DE 26 A 60 AÑOS,42
CUSCO,2015,FEMENINO,DE 60 A MÁS AÑOS,6
CUSCO,2016,MASCULINO,DE 0 A 5 AÑOS,13
CUSCO,2016,MASCULINO,DE 6 A 12 AÑOS,6
CUSCO,2016,MASCULINO,DE 13 A 18 AÑOS,10
CUSCO,2016,MASCULINO,DE 19 A 25 AÑOS,24
CUSCO,2016,MASCULINO,DE 26 A 60 AÑOS,103
CUSCO,2016,MASCULINO,DE 60 A MÁS AÑOS,14
CUSCO,2016,FEMENINO,DE 0 A 5 AÑOS,4
CUSCO,2016,FEMENINO,DE 6 A 12 AÑOS,8
CUSCO,2016,FEMENINO,DE 13 A 18 AÑOS,4
CUSCO,2016,FEMENINO,DE 19 A 25 AÑOS,15
CUSCO,2016,FEMENINO,DE 26 A 60 AÑOS,24
CUSCO,2016,FEMENINO,DE 60 A MÁS AÑOS,6
CUSCO,2017,MASCULINO,DE 0 A 5 AÑOS,34
CUSCO,2017,MASCULINO,DE 6 A 12 AÑOS,9
CUSCO,2017,MASCULINO,DE 13 A 18 AÑOS,12
CUSCO,2017,MASCULINO,DE 19 A 25 AÑOS,29
CUSCO,2017,MASCULINO,DE 26 A 60 AÑOS,61
CUSCO,2017,MASCULINO,DE 60 A MÁS AÑOS,15
CUSCO,2017,FEMENINO,DE 0 A 5 AÑOS,10
CUSCO,2017,FEMENINO,DE 6 A 12 AÑOS,2
CUSCO,2017,FEMENINO,DE 13 A 18 AÑOS,7
CUSCO,2017,FEMENINO,DE 19 A 25 AÑOS,10
CUSCO,2017,FEMENINO,DE 26 A 60 AÑOS,21
CUSCO,2017,FEMENINO,DE 60 A MÁS AÑOS,23
CUSCO,2018,MASCULINO,DE 0 A 5 AÑOS,2
CUSCO,2018,MASCULINO,DE 6 A 11 AÑOS,6
CUSCO,2018,MASCULINO,DE 12 A 17 AÑOS,6
CUSCO,2018,MASCULINO,DE 18 A 29 AÑOS,40
CUSCO,2018,MASCULINO,DE 30 A 59 AÑOS,76
CUSCO,2018,MASCULINO,DE 60 A MÁS AÑOS,28
CUSCO,2018,FEMENINO,DE 0 A 5 AÑOS,5
CUSCO,2018,FEMENINO,DE 6 A 11 AÑOS,3
CUSCO,2018,FEMENINO,DE 12 A 17 AÑOS,4
CUSCO,2018,FEMENINO,DE 18 A 29 AÑOS,15
CUSCO,2018,FEMENINO,DE 30 A 59 AÑOS,42
CUSCO,2018,FEMENINO,DE 60 A MÁS AÑOS,17
CUSCO,2019,MASCULINO,DE 0 A 5 AÑOS,11
CUSCO,2019,MASCULINO,DE 6 A 11 AÑOS,4
CUSCO,2019,MASCULINO,DE 12 A 17 AÑOS,13
CUSCO,2019,MASCULINO,DE 18 A 29 AÑOS,80
CUSCO,2019,MASCULINO,DE 30 A 59 AÑOS,136
CUSCO,2019,MASCULINO,DE 60 A MÁS AÑOS,30
CUSCO,2019,FEMENINO,DE 0 A 5 AÑOS,4
CUSCO,2019,FEMENINO,DE 6 A 11 AÑOS,1
CUSCO,2019,FEMENINO,DE 12 A 17 AÑOS,5
CUSCO,2019,FEMENINO,DE 18 A 29 AÑOS,16
CUSCO,2019,FEMENINO,DE 30 A 59 AÑOS,38
CUSCO,2019,FEMENINO,DE 60 A MÁS AÑOS,16
CUSCO,2020,MASCULINO,DE 0 A 5 AÑOS,3
CUSCO,2020,MASCULINO,DE 6 A 11 AÑOS,6
CUSCO,2020,MASCULINO,DE 12 A 17 AÑOS,1
CUSCO,2020,MASCULINO,DE 18 A 29 AÑOS,26
CUSCO,2020,MASCULINO,DE 30 A 59 AÑOS,53
CUSCO,2020,MASCULINO,DE 60 A MÁS AÑOS,20
CUSCO,2020,FEMENINO,DE 0 A 5 AÑOS,5
CUSCO,2020,FEMENINO,DE 6 A 11 AÑOS,1
CUSCO,2020,FEMENINO,DE 12 A 17 AÑOS,2
CUSCO,2020,FEMENINO,DE 18 A 29 AÑOS,9
CUSCO,2020,FEMENINO,DE 30 A 59 AÑOS,15
CUSCO,2020,FEMENINO,DE 60 A MÁS AÑOS,5
CUSCO,2021,MASCULINO,DE 0 A 5 AÑOS,7
CUSCO,2021,MASCULINO,DE 6 A 11 AÑOS,2
CUSCO,2021,MASCULINO,DE 12 A 17 AÑOS,2
CUSCO,2021,MASCULINO,DE 18 A 29 AÑOS,33
CUSCO,2021,MASCULINO,DE 30 A 59 AÑOS,89
CUSCO,2021,MASCULINO,DE 60 A MÁS AÑOS,12
CUSCO,2021,FEMENINO,DE 0 A 5 AÑOS,1
CUSCO,2021,FEMENINO,DE 6 A 11 AÑOS,2
CUSCO,2021,FEMENINO,DE 12 A 17 AÑOS,1
CUSCO,2021,FEMENINO,DE 18 A 29 AÑOS,17
CUSCO,2021,FEMENINO,DE 30 A 59 AÑOS,12
CUSCO,2021,FEMENINO,DE 60 A MÁS AÑOS,2
CUSCO,2022,MASCULINO,DE 0 A 5 AÑOS,10
CUSCO,2022,MASCULINO,DE 6 A 11 AÑOS,5
CUSCO,2022,MASCULINO,DE 12 A 17 AÑOS,13
CUSCO,2022,MASCULINO,DE 18 A 29 AÑOS,51
CUSCO,2022,MASCULINO,DE 30 A 59 AÑOS,117
CUSCO,2022,MASCULINO,DE 60 A MÁS AÑOS,18
CUSCO,2022,FEMENINO,DE 0 A 5 AÑOS,2
CUSCO,2022,FEMENINO,DE 6 A 11 AÑOS,0
CUSCO,2022,FEMENINO,DE 12 A 17 AÑOS,3
CUSCO,2022,FEMENINO,DE 18 A 29 AÑOS,21
CUSCO,2022,FEMENINO,DE 30 A 59 AÑOS,17
CUSCO,2022,FEMENINO,DE 60 A MÁS AÑOS,9
CUSCO,2023,MASCULINO,DE 0 A 5 AÑOS,1
CUSCO,2023,MASCULINO,DE 6 A 11 AÑOS,4
CUSCO,2023,MASCULINO,DE 12 A 17 AÑOS,8
CUSCO,2023,MASCULINO,DE 18 A 29 AÑOS,34
CUSCO,2023,MASCULINO,DE 30 A 59 AÑOS,98
CUSCO,2023,MASCULINO,DE 60 A MÁS AÑOS,21
CUSCO,2023,FEMENINO,DE 0 A 5 AÑOS,4
CUSCO,2023,FEMENINO,DE 6 A 11 AÑOS,0
CUSCO,2023,FEMENINO,DE 12 A 17 AÑOS,3
CUSCO,2023,FEMENINO,DE 18 A 29 AÑOS,12
CUSCO,2023,FEMENINO,DE 30 A 59 AÑOS,20
CUSCO,2023,FEMENINO,DE 60 A MÁS AÑOS,12
CUSCO,2024,MASCULINO,DE 0 A 5 AÑOS,3
CUSCO,2024,MASCULINO,DE 6 A 11 AÑOS,2
CUSCO,2024,MASCULINO,DE 12 A 17 AÑOS,13
CUSCO,2024,MASCULINO,DE 18 A 29 AÑOS,53
CUSCO,2024,MASCULINO,DE 30 A 59 AÑOS,131
CUSCO,2024,MASCULINO,DE 60 A MÁS AÑOS,25
CUSCO,2024,FEMENINO,DE 0 A 5 AÑOS,4
CUSCO,2024,FEMENINO,DE 6 A 11 AÑOS,1
CUSCO,2024,FEMENINO,DE 12 A 17 AÑOS,0
CUSCO,2024,FEMENINO,DE 18 A 29 AÑOS,8
CUSCO,2024,FEMENINO,DE 30 A 59 AÑOS,29
CUSCO,2024,FEMENINO,DE 60 A MÁS AÑOS,11
HUANCAVELICA,2008,MASCULINO,MENOR DE 18 AÑOS,3
HUANCAVELICA,2008,MASCULINO,MAYOR DE 18 AÑOS,5
HUANCAVELICA,2008,FEMENINO,MENOR DE 18 AÑOS,1
HUANCAVELICA,2008,FEMENINO,MAYOR DE 18 AÑOS,4
HUANCAVELICA,2009,MASCULINO,MENOR DE 18 AÑOS,2
HUANCAVELICA,2009,MASCULINO,MAYOR DE 18 AÑOS,26
HUANCAVELICA,2009,FEMENINO,MENOR DE 18 AÑOS,2
