departamento,anio,sexo,grupo_etario,fallecidos
LA LIBERTAD,2011,FEMENINO,DE 26 A 60 AÑOS,19
LA LIBERTAD,2011,FEMENINO,DE 60 A MÁS AÑOS,10
LA LIBERTAD,2012,MASCULINO,DE 0 A 5 AÑOS,3
LA LIBERTAD,2012,MASCULINO,DE 6 A 12 AÑOS,15
LA LIBERTAD,2012,MASCULINO,DE 13 A 18 AÑOS,13
LA LIBERTAD,2012,MASCULINO,DE 19 A 25 AÑOS,213
LA LIBERTAD,2012,MASCULINO,DE 26 A 60 AÑOS,100
LA LIBERTAD,2012,MASCULINO,DE 60 A MÁS AÑOS,17
LA LIBERTAD,2012,FEMENINO,DE 0 A 5 AÑOS,3
LA LIBERTAD,2012,FEMENINO,DE 6 A 12 AÑOS,8
LA LIBERTAD,2012,FEMENINO,DE 13 A 18 AÑOS,4
LA LIBERTAD,2012,FEMENINO,DE 19 A 25 AÑOS,16
LA LIBERTAD,2012,FEMENINO,DE 26 A 60 AÑOS,20
LA LIBERTAD,2012,FEMENINO,DE 60 A MÁS AÑOS,5
LA LIBERTAD,2013,MASCULINO,DE 0 A 5 AÑOS,6
LA LIBERTAD,2013,MASCULINO,DE 6 A 12 AÑOS,5
LA LIBERTAD,2013,MASCULINO,DE 13 A 18 AÑOS,3
LA LIBERTAD,2013,MASCULINO,DE 19 A 25 AÑOS,163
LA LIBERTAD,2013,MASCULINO,DE 26 A 60 AÑOS,148
LA LIBERTAD,2013,MASCULINO,DE 60 A MÁS AÑOS,9
LA LIBERTAD,2013,FEMENINO,DE 0 A 5 AÑOS,0
LA LIBERTAD,2013,FEMENINO,DE 6 A 12 AÑOS,2
LA LIBERTAD,2013,FEMENINO,DE 13 A 18 AÑOS,10
LA LIBERTAD,2013,FEMENINO,DE 19 A 25 AÑOS,3
LA LIBERTAD,2013,FEMENINO,DE 26 A 60 AÑOS,31
LA LIBERTAD,2013,FEMENINO,DE 60 A MÁS AÑOS,2
LA LIBERTAD,2014,MASCULINO,DE 0 A 5 AÑOS,3
LA LIBERTAD,2014,MASCULINO,DE 6 A 12 AÑOS,1
LA LIBERTAD,2014,MASCULINO,DE 13 A 18 AÑOS,6
LA LIBERTAD,2014,MASCULINO,DE 19 A 25 AÑOS,15
LA LIBERTAD,2014,MASCULINO,DE 26 A 60 AÑOS,110
LA LIBERTAD,2014,MASCULINO,DE 60 A MÁS AÑOS,18
LA LIBERTAD,2014,FEMENINO,DE 0 A 5 AÑOS,1
LA LIBERTAD,2014,FEMENINO,DE 6 A 12 AÑOS,0
LA LIBERTAD,2014,FEMENINO,DE 13 A 18 AÑOS,0
LA LIBERTAD,2014,FEMENINO,DE 19 A 25 AÑOS,3
LA LIBERTAD,2014,FEMENINO,DE 26 A 60 AÑOS,17
LA LIBERTAD,2014,FEMENINO,DE 60 A MÁS AÑOS,2
LA LIBERTAD,2015,MASCULINO,DE 0 A 5 AÑOS,11
LA LIBERTAD,2015,MASCULINO,DE 6 A 12 AÑOS,2
LA LIBERTAD,2015,MASCULINO,DE 13 A 18 AÑOS,7
LA LIBERTAD,2015,MASCULINO,DE 19 A 25 AÑOS,26
LA LIBERTAD,2015,MASCULINO,DE 26 A 60 AÑOS,72
LA LIBERTAD,2015,MASCULINO,DE 60 A MÁS AÑOS,17
LA LIBERTAD,2015,FEMENINO,DE 0 A 5 AÑOS,3
LA LIBERTAD,2015,FEMENINO,DE 6 A 12 AÑOS,3
LA LIBERTAD,2015,FEMENINO,DE 13 A 18 AÑOS,0
LA LIBERTAD,2015,FEMENINO,DE 19 A 25 AÑOS,3
LA LIBERTAD,2015,FEMENINO,DE 26 A 60 AÑOS,11
LA LIBERTAD,2015,FEMENINO,DE 60 A MÁS AÑOS,4
LA LIBERTAD,2016,MASCULINO,DE 0 A 5 AÑOS,8
LA LIBERTAD,2016,MASCULINO,DE 6 A 12 AÑOS,2
LA LIBERTAD,2016,MASCULINO,DE 13 A 18 AÑOS,8
LA LIBERTAD,2016,MASCULINO,DE 19 A 25 AÑOS,29
LA LIBERTAD,2016,MASCULINO,DE 26 A 60 AÑOS,86
LA LIBERTAD,2016,MASCULINO,DE 60 A MÁS AÑOS,18
LA LIBERTAD,2016,FEMENINO,DE 0 A 5 AÑOS,1
LA LIBERTAD,2016,FEMENINO,DE 6 A 12 AÑOS,4
LA LIBERTAD,2016,FEMENINO,DE 13 A 18 AÑOS,1
LA LIBERTAD,2016,FEMENINO,DE 19 A 25 AÑOS,5
LA LIBERTAD,2016,FEMENINO,DE 26 A 60 AÑOS,27
LA LIBERTAD,2016,FEMENINO,DE 60 A MÁS AÑOS,5
LA LIBERTAD,2017,MASCULINO,DE 0 A 5 AÑOS,4
LA LIBERTAD,2017,MASCULINO,DE 6 A 12 AÑOS,1
LA LIBERTAD,2017,MASCULINO,DE 13 A 18 AÑOS,9
LA LIBERTAD,2017,MASCULINO,DE 19 A 25 AÑOS,32
LA LIBERTAD,2017,MASCULINO,DE 26 A 60 AÑOS,94
LA LIBERTAD,2017,MASCULINO,DE 60 A MÁS AÑOS,30
LA LIBERTAD,2017,FEMENINO,DE 0 A 5 AÑOS,6
LA LIBERTAD,2017,FEMENINO,DE 6 A 12 AÑOS,4
LA LIBERTAD,2017,FEMENINO,DE 13 A 18 AÑOS,1
LA LIBERTAD,2017,FEMENINO,DE 19 A 25 AÑOS,7
LA LIBERTAD,2017,FEMENINO,DE 26 A 60 AÑOS,21
LA LIBERTAD,2017,FEMENINO,DE 60 A MÁS AÑOS,5
LA LIBERTAD,2018,MASCULINO,DE 0 A 5 AÑOS,4
LA LIBERTAD,2018,MASCULINO,DE 6 A 11 AÑOS,11
LA LIBERTAD,2018,MASCULINO,DE 12 A 17 AÑOS,11
LA LIBERTAD,2018,MASCULINO,DE 18 A 29 AÑOS,120
LA LIBERTAD,2018,MASCULINO,DE 30 A 59 AÑOS,111
LA LIBERTAD,2018,MASCULINO,DE 60 A MÁS AÑOS,22
LA LIBERTAD,2018,FEMENINO,DE 0 A 5 AÑOS,5
LA LIBERTAD,2018,FEMENINO,DE 6 A 11 AÑOS,3
LA LIBERTAD,2018,FEMENINO,DE 12 A 17 AÑOS,2
LA LIBERTAD,2018,FEMENINO,DE 18 A 29 AÑOS,24
LA LIBERTAD,2018,FEMENINO,DE 30 A 59 AÑOS,24
LA LIBERTAD,2018,FEMENINO,DE 60 A MÁS AÑOS,11
LA LIBERTAD,2019,MASCULINO,DE 0 A 5 AÑOS,3
LA LIBERTAD,2019,MASCULINO,DE 6 A 11 AÑOS,6
LA LIBERTAD,2019,MASCULINO,DE 12 A 17 AÑOS,5
LA LIBERTAD,2019,MASCULINO,DE 18 A 29 AÑOS,104
LA LIBERTAD,2019,MASCULINO,DE 30 A 59 AÑOS,102
LA LIBERTAD,2019,MASCULINO,DE 60 A MÁS AÑOS,27
LA LIBERTAD,2019,FEMENINO,DE 0 A 5 AÑOS,3
LA LIBERTAD,2019,FEMENINO,DE 6 A 11 AÑOS,2
LA LIBERTAD,2019,FEMENINO,DE 12 A 17 AÑOS,4
LA LIBERTAD,2019,FEMENINO,DE 18 A 29 AÑOS,17
LA LIBERTAD,2019,FEMENINO,DE 30 A 59 AÑOS,22
LA LIBERTAD,2019,FEMENINO,DE 60 A MÁS AÑOS,9
LA LIBERTAD,2020,MASCULINO,DE 0 A 5 AÑOS,4
LA LIBERTAD,2020,MASCULINO,DE 6 A 11 AÑOS,0
LA LIBERTAD,2020,MASCULINO,DE 12 A 17 AÑOS,3
LA LIBERTAD,2020,MASCULINO,DE 18 A 29 AÑOS,62
LA LIBERTAD,2020,MASCULINO,DE 30 A 59 AÑOS,72
LA LIBERTAD,2020,MASCULINO,DE 60 A MÁS AÑOS,21
LA LIBERTAD,2020,FEMENINO,DE 0 A 5 AÑOS,1
LA LIBERTAD,2020,FEMENINO,DE 6 A 11 AÑOS,1
LA LIBERTAD,2020,FEMENINO,DE 12 A 17 AÑOS,0
LA LIBERTAD,2020,FEMENINO,DE 18 A 29 AÑOS,11
LA LIBERTAD,2020,FEMENINO,DE 30 A 59 AÑOS,12
LA LIBERTAD,2020,FEMENINO,DE 60 A MÁS AÑOS,7
LA LIBERTAD,2021,MASCULINO,DE 0 A 5 AÑOS,1
LA LIBERTAD,2021,MASCULINO,DE 6 A 11 AÑOS,3
LA LIBERTAD,2021,MASCULINO,DE 12 A 17 AÑOS,6
LA LIBERTAD,2021,MASCULINO,DE 18 A 29 AÑOS,83
LA LIBERTAD,2021,MASCULINO,DE 30 A 59 AÑOS,106
LA LIBERTAD,2021,MASCULINO,DE 60 A MÁS AÑOS,11
LA LIBERTAD,2021,FEMENINO,DE 0 A 5 AÑOS,5
LA LIBERTAD,2021,FEMENINO,DE 6 A 11 AÑOS,7
LA LIBERTAD,2021,FEMENINO,DE 12 A 17 AÑOS,6
LA LIBERTAD,2021,FEMENINO,DE 18 A 29 AÑOS,14
LA LIBERTAD,2021,FEMENINO,DE 30 A 59 AÑOS,23
LA LIBERTAD,2021,FEMENINO,DE 60 A MÁS AÑOS,8
LA LIBERTAD,2022,MASCULINO,DE 0 A 5 AÑOS,3
LA LIBERTAD,2022,MASCULINO,DE 6 A 11 AÑOS,3
LA LIBERTAD,2022,MASCULINO,DE 12 A 17 AÑOS,11
LA LIBERTAD,2022,MASCULINO,DE 18 A 29 AÑOS,38
LA LIBERTAD,2022,MASCULINO,DE 30 A 59 AÑOS,122
LA LIBERTAD,2022,MASCULINO,DE 60 A MÁS AÑOS,12
LA LIBERTAD,2022,FEMENINO,DE 0 A 5 AÑOS,4
LA LIBERTAD,2022,FEMENINO,DE 6 A 11 AÑOS,1
LA LIBERTAD,2022,FEMENINO,DE 12 A 17 AÑOS,1
LA LIBERTAD,2022,FEMENINO,DE 18 A 29 AÑOS,10
LA LIBERTAD,2022,FEMENINO,DE 30 A 59 AÑOS,14
LA LIBERTAD,2022,FEMENINO,DE 60 A MÁS AÑOS,4
LA LIBERTAD,2023,MASCULINO,DE 0 A 5 AÑOS,1
LA LIBERTAD,2023,MASCULINO,DE 6 A 11 AÑOS,1
LA LIBERTAD,2023,MASCULINO,DE 12 A 17 AÑOS,7
LA LIBERTAD,2023,MASCULINO,DE 18 A 29 AÑOS,34
LA LIBERTAD,2023,MASCULINO,DE 30 A 59 AÑOS,75
LA LIBERTAD,2023,MASCULINO,DE 60 A MÁS AÑOS,13
LA LIBERTAD,2023,FEMENINO,DE 0 A 5 AÑOS,2
LA LIBERTAD,2023,FEMENINO,DE 6 A 11 AÑOS,0
LA LIBERTAD,2023,FEMENINO,DE 12 A 17 AÑOS,5
LA LIBERTAD,2023,FEMENINO,DE 18 A 29 AÑOS,8
LA LIBERTAD,2023,FEMENINO,DE 30 A 59 AÑOS,17
LA LIBERTAD,2023,FEMENINO,DE 60 A MÁS AÑOS,3
LA LIBERTAD,2024,MASCULINO,DE 0 A 5 AÑOS,0
LA LIBERTAD,2024,MASCULINO,DE 6 A 11 AÑOS,2
LA LIBERTAD,2024,MASCULINO,DE 12 A 17 AÑOS,3
LA LIBERTAD,2024,MASCULINO,DE 18 A 29 AÑOS,21
LA LIBERTAD,2024,MASCULINO,DE 30 A 59 AÑOS,55
LA LIBERTAD,2024,MASCULINO,DE 60 A MÁS AÑOS,4
LA LIBERTAD,2024,FEMENINO,DE 0 A 5 AÑOS,4
LA LIBERTAD,2024,FEMENINO,DE 6 A 11 AÑOS,3
LA LIBERTAD,2024,FEMENINO,DE 12 A 17 AÑOS,2
LA LIBERTAD,2024,FEMENINO,DE 18 A 29 AÑOS,3
LA LIBERTAD,2024,FEMENINO,DE 30 A 59 AÑOS,20
LA LIBERTAD,2024,FEMENINO,DE 60 A MÁS AÑOS,3
LAMBAYEQUE,2008,MASCULINO,MENOR DE 18 AÑOS,12
LAMBAYEQUE,2008,MASCULINO,MAYOR DE 18 AÑOS,106
LAMBAYEQUE,2008,FEMENINO,MENOR DE 18 AÑOS,12
LAMBAYEQUE,2008,FEMENINO,MAYOR DE 18 AÑOS,34
LAMBAYEQUE,2009,MASCULINO,MENOR DE 18 AÑOS,8
LAMBAYEQUE,2009,MASCULINO,MAYOR DE 18 AÑOS,104
LAMBAYEQUE,2009,FEMENINO,MENOR DE 18 AÑOS,4
LAMBAYEQUE,2009,FEMENINO,MAYOR DE 18 AÑOS,16
LAMBAYEQUE,2010,MASCULINO,DE 0 A 5 AÑOS,6
LAMBAYEQUE,2010,MASCULINO,DE 6 A 12 AÑOS,4
LAMBAYEQUE,2010,MASCULINO,DE 13 A 18 AÑOS,7
LAMBAYEQUE,2010,MASCULINO,DE 19 A 25 AÑOS,22
LAMBAYEQUE,2010,MASCULINO,DE 26 A 60 AÑOS,48
LAMBAYEQUE,2010,MASCULINO,DE 60 A MÁS AÑOS,9
LAMBAYEQUE,2010,FEMENINO,DE 0 A 5 AÑOS,1
LAMBAYEQUE,2010,FEMENINO,DE 6 A 12 AÑOS,0
LAMBAYEQUE,2010,FEMENINO,DE 13 A 18 AÑOS,2
LAMBAYEQUE,2010,FEMENINO,DE 19 A 25 AÑOS,3
LAMBAYEQUE,2010,FEMENINO,DE 26 A 60 AÑOS,9
LAMBAYEQUE,2010,FEMENINO,DE 60 A MÁS AÑOS,5
LAMBAYEQUE,2011,MASCULINO,DE 0 A 5 AÑOS,3
LAMBAYEQUE,2011,MASCULINO,DE 6 A 12 AÑOS,3
LAMBAYEQUE,2011,MASCULINO,DE 13 A 18 AÑOS,4
LAMBAYEQUE,2011,MASCULINO,DE 19 A 25 AÑOS,16
LAMBAYEQUE,2011,MASCULINO,DE 26 A 60 AÑOS,75
LAMBAYEQUE,2011,MASCULINO,DE 60 A MÁS AÑOS,20
LAMBAYEQUE,2011,FEMENINO,DE 0 A 5 AÑOS,1
LAMBAYEQUE,2011,FEMENINO,DE 6 A 12 AÑOS,3
LAMBAYEQUE,2011,FEMENINO,DE 13 A 18 AÑOS,0
LAMBAYEQUE,2011,FEMENINO,DE 19 A 25 AÑOS,5
LAMBAYEQUE,2011,FEMENINO,DE 26 A 60 AÑOS,20
LAMBAYEQUE,2011,FEMENINO,DE 60 A MÁS AÑOS,5
LAMBAYEQUE,2012,MASCULINO,DE 0 A 5 AÑOS,1
LAMBAYEQUE,2012,MASCULINO,DE 6 A 12 AÑOS,2
LAMBAYEQUE,2012,MASCULINO,DE 13 A 18 AÑOS,11
LAMBAYEQUE,2012,MASCULINO,DE 19 A 25 AÑOS,20
LAMBAYEQUE,2012,MASCULINO,DE 26 A 60 AÑOS,69
LAMBAYEQUE,2012,MASCULINO,DE 60 A MÁS AÑOS,16
LAMBAYEQUE,2012,FEMENINO,DE 0 A 5 AÑOS,0
LAMBAYEQUE,2012,FEMENINO,DE 6 A 12 AÑOS,2
LAMBAYEQUE,2012,FEMENINO,DE 13 A 18 AÑOS,3
LAMBAYEQUE,2012,FEMENINO,DE 19 A 25 AÑOS,2
LAMBAYEQUE,2012,FEMENINO,DE 26 A 60 AÑOS,8
LAMBAYEQUE,2012,FEMENINO,DE 60 A MÁS AÑOS,4
LAMBAYEQUE,2013,MASCULINO,DE 0 A 5 AÑOS,4
LAMBAYEQUE,2013,MASCULINO,DE 6 A 12 AÑOS,3
LAMBAYEQUE,2013,MASCULINO,DE 13 A 18 AÑOS,3
LAMBAYEQUE,2013,MASCULINO,DE 19 A 25 AÑOS,20
LAMBAYEQUE,2013,MASCULINO,DE 26 A 60 AÑOS,45
LAMBAYEQUE,2013,MASCULINO,DE 60 A MÁS AÑOS,2
LAMBAYEQUE,2013,FEMENINO,DE 0 A 5 AÑOS,0
LAMBAYEQUE,2013,FEMENINO,DE 6 A 12 AÑOS,2
LAMBAYEQUE,2013,FEMENINO,DE 13 A 18 AÑOS,1
LAMBAYEQUE,2013,FEMENINO,DE 19 A 25 AÑOS,3
LAMBAYEQUE,2013,FEMENINO,DE 26 A 60 AÑOS,3
LAMBAYEQUE,2013,FEMENINO,DE 60 A MÁS AÑOS,0
LAMBAYEQUE,2014,MASCULINO,DE 0 A 5 AÑOS,6
LAMBAYEQUE,2014,MASCULINO,DE 6 A 12 AÑOS,2
LAMBAYEQUE,2014,MASCULINO,DE 13 A 18 AÑOS,2
LAMBAYEQUE,2014,MASCULINO,DE 19 A 25 AÑOS,21
LAMBAYEQUE,2014,MASCULINO,DE 26 A 60 AÑOS,46
LAMBAYEQUE,2014,MASCULINO,DE 60 A MÁS AÑOS,5
LAMBAYEQUE,2014,FEMENINO,DE 0 A 5 AÑOS,1
LAMBAYEQUE,2014,FEMENINO,DE 6 A 12 AÑOS,5
LAMBAYEQUE,2014,FEMENINO,DE 13 A 18 AÑOS,1
LAMBAYEQUE,2014,FEMENINO,DE 19 A 25 AÑOS,3
LAMBAYEQUE,2014,FEMENINO,DE 26 A 60 AÑOS,7
LAMBAYEQUE,2014,FEMENINO,DE 60 A MÁS AÑOS,1
LAMBAYEQUE,2015,MASCULINO,DE 0 A 5 AÑOS,2
LAMBAYEQUE,2015,MASCULINO,DE 6 A 12 AÑOS,1
LAMBAYEQUE,2015,MASCULINO,DE 13 A 18 AÑOS,2
LAMBAYEQUE,2015,MASCULINO,DE 19 A 25 AÑOS,8
LAMBAYEQUE,2015,MASCULINO,DE 26 A 60 AÑOS,28
LAMBAYEQUE,2015,MASCULINO,DE 60 A MÁS AÑOS,4
LAMBAYEQUE,2015,FEMENINO,DE 0 A 5 AÑOS,5
LAMBAYEQUE,2015,FEMENINO,DE 6 A 12 AÑOS,0
LAMBAYEQUE,2015,FEMENINO,DE 13 A 18 AÑOS,1
LAMBAYEQUE,2015,FEMENINO,DE 19 A 25 AÑOS,1
LAMBAYEQUE,2015,FEMENINO,DE 26 A 60 AÑOS,5
LAMBAYEQUE,2015,FEMENINO,DE 60 A MÁS AÑOS,0
LAMBAYEQUE,2016,MASCULINO,DE 0 A 5 AÑOS,7
LAMBAYEQUE,2016,MASCULINO,DE 6 A 12 AÑOS,2
LAMBAYEQUE,2016,MASCULINO,DE 13 A 18 AÑOS,3
LAMBAYEQUE,2016,MASCULINO,DE 19 A 25 AÑOS,9
LAMBAYEQUE,2016,MASCULINO,DE 26 A 60 AÑOS,32
LAMBAYEQUE,2016,MASCULINO,DE 60 A MÁS AÑOS,3
LAMBAYEQUE,2016,FEMENINO,DE 0 A 5 AÑOS,1
LAMBAYEQUE,2016,FEMENINO,DE 6 A 12 AÑOS,2
LAMBAYEQUE,2016,FEMENINO,DE 13 A 18 AÑOS,1
LAMBAYEQUE,2016,FEMENINO,DE 19 A 25 AÑOS,1
LAMBAYEQUE,2016,FEMENINO,DE 26 A 60 AÑOS,2
LAMBAYEQUE,2016,FEMENINO,DE 60 A MÁS AÑOS,1
LAMBAYEQUE,2017,MASCULINO,DE 0 A 5 AÑOS,2
LAMBAYEQUE,2017,MASCULINO,DE 6 A 12 AÑOS,0
LAMBAYEQUE,2017,MASCULINO,DE 13 A 18 AÑOS,6
LAMBAYEQUE,2017,MASCULINO,DE 19 A 25 AÑOS,18
LAMBAYEQUE,2017,MASCULINO,DE 26 A 60 AÑOS,38
LAMBAYEQUE,2017,MASCULINO,DE 60 A MÁS AÑOS,7
LAMBAYEQUE,2017,FEMENINO,DE 0 A 5 AÑOS,3
LAMBAYEQUE,2017,FEMENINO,DE 6 A 12 AÑOS,2
LAMBAYEQUE,2017,FEMENINO,DE 13 A 18 AÑOS,2
LAMBAYEQUE,2017,FEMENINO,DE 19 A 25 AÑOS,4
LAMBAYEQUE,2017,FEMENINO,DE 26 A 60 AÑOS,4
LAMBAYEQUE,2017,FEMENINO,DE 60 A MÁS AÑOS,3
LAMBAYEQUE,2018,MASCULINO,DE 0 A 5 AÑOS,0
LAMBAYEQUE,2018,MASCULINO,DE 6 A 11 AÑOS,0
LAMBAYEQUE,2018,MASCULINO,DE 12 A 17 AÑOS,1
LAMBAYEQUE,2018,MASCULINO,DE 18 A 29 AÑOS,24
LAMBAYEQUE,2018,MASCULINO,DE 30 A 59 AÑOS,46
LAMBAYEQUE,2018,MASCULINO,DE 60 A MÁS AÑOS,16
LAMBAYEQUE,2018,FEMENINO,DE 0 A 5 AÑOS,6
LAMBAYEQUE,2018,FEMENINO,DE 6 A 11 AÑOS,1
LAMBAYEQUE,2018,FEMENINO,DE 12 A 17 AÑOS,1
LAMBAYEQUE,2018,FEMENINO,DE 18 A 29 AÑOS,2
LAMBAYEQUE,2018,FEMENINO,DE 30 A 59 AÑOS,6
LAMBAYEQUE,2018,FEMENINO,DE 60 A MÁS AÑOS,7
LAMBAYEQUE,2019,MASCULINO,DE 0 A 5 AÑOS,9
LAMBAYEQUE,2019,MASCULINO,DE 6 A 11 AÑOS,0
LAMBAYEQUE,2019,MASCULINO,DE 12 A 17 AÑOS,1
LAMBAYEQUE,2019,MASCULINO,DE 18 A 29 AÑOS,12
LAMBAYEQUE,2019,MASCULINO,DE 30 A 59 AÑOS,44
LAMBAYEQUE,2019,MASCULINO,DE 60 A MÁS AÑOS,12
LAMBAYEQUE,2019,FEMENINO,DE 0 A 5 AÑOS,1
LAMBAYEQUE,2019,FEMENINO,DE 6 A 11 AÑOS,0
LAMBAYEQUE,2019,FEMENINO,DE 12 A 17 AÑOS,1
LAMBAYEQUE,2019,FEMENINO,DE 18 A 29 AÑOS,1
LAMBAYEQUE,2019,FEMENINO,DE 30 A 59 AÑOS,5
LAMBAYEQUE,2019,FEMENINO,DE 60 A MÁS AÑOS,6
LAMBAYEQUE,2020,MASCULINO,DE 0 A 5 AÑOS,6
LAMBAYEQUE,2020,MASCULINO,DE 6 A 11 AÑOS,1
LAMBAYEQUE,2020,MASCULINO,DE 12 A 17 AÑOS,1
LAMBAYEQUE,2020,MASCULINO,DE 18 A 29 AÑOS,18
LAMBAYEQUE,2020,MASCULINO,DE 30 A 59 AÑOS,32
LAMBAYEQUE,2020,MASCULINO,DE 60 A MÁS AÑOS,11
LAMBAYEQUE,2020,FEMENINO,DE 0 A 5 AÑOS,1
LAMBAYEQUE,2020,FEMENINO,DE 6 A 11 AÑOS,0
LAMBAYEQUE,2020,FEMENINO,DE 12 A 17 AÑOS,0
LAMBAYEQUE,2020,FEMENINO,DE 18 A 29 AÑOS,4
LAMBAYEQUE,2020,FEMENINO,DE 30 A 59 AÑOS,6
LAMBAYEQUE,2020,FEMENINO,DE 60 A MÁS AÑOS,0
LAMBAYEQUE,2021,MASCULINO,DE 0 A 5 AÑOS,0
LAMBAYEQUE,2021,MASCULINO,DE 6 A 11 AÑOS,1
LAMBAYEQUE,2021,MASCULINO,DE 12 A 17 AÑOS,6
LAMBAYEQUE,2021,MASCULINO,DE 18 A 29 AÑOS,19
LAMBAYEQUE,2021,MASCULINO,DE 30 A 59 AÑOS,35
LAMBAYEQUE,2021,MASCULINO,DE 60 A MÁS AÑOS,7
LAMBAYEQUE,2021,FEMENINO,DE 0 A 5 AÑOS,1
LAMBAYEQUE,2021,FEMENINO,DE 6 A 11 AÑOS,0
LAMBAYEQUE,2021,FEMENINO,DE 12 A 17 AÑOS,0
LAMBAYEQUE,2021,FEMENINO,DE 18 A 29 AÑOS,7
LAMBAYEQUE,2021,FEMENINO,DE 30 A 59 AÑOS,5
LAMBAYEQUE,2021,FEMENINO,DE 60 A MÁS AÑOS,1
LAMBAYEQUE,2022,MASCULINO,DE 0 A 5 AÑOS,1
LAMBAYEQUE,2022,MASCULINO,DE 6 A 11 AÑOS,0
LAMBAYEQUE,2022,MASCULINO,DE 12 A 17 AÑOS,2
LAMBAYEQUE,2022,MASCULINO,DE 18 A 29 AÑOS,22
LAMBAYEQUE,2022,MASCULINO,DE 30 A 59 AÑOS,36
LAMBAYEQUE,2022,MASCULINO,DE 60 A MÁS AÑOS,15
LAMBAYEQUE,2022,FEMENINO,DE 0 A 5 AÑOS,1
LAMBAYEQUE,2022,FEMENINO,DE 6 A 11 AÑOS,0
LAMBAYEQUE,2022,FEMENINO,DE 12 A 17 AÑOS,0
LAMBAYEQUE,2022,FEMENINO,DE 18 A 29 AÑOS,6
LAMBAYEQUE,2022,FEMENINO,DE 30 A 59 AÑOS,2
LAMBAYEQUE,2022,FEMENINO,DE 60 A MÁS AÑOS,2
LAMBAYEQUE,2023,MASCULINO,DE 0 A 5 AÑOS,1
LAMBAYEQUE,2023,MASCULINO,DE 6 A 11 AÑOS,1
LAMBAYEQUE,2023,MASCULINO,DE 12 A 17 AÑOS,1
LAMBAYEQUE,2023,MASCULINO,DE 18 A 29 AÑOS,11
LAMBAYEQUE,2023,MASCULINO,DE 30 A 59 AÑOS,33
LAMBAYEQUE,2023,MASCULINO,DE 60 A MÁS AÑOS,3
LAMBAYEQUE,2023,FEMENINO,DE 0 A 5 AÑOS,0
LAMBAYEQUE,2023,FEMENINO,DE 6 A 11 AÑOS,0
LAMBAYEQUE,2023,FEMENINO,DE 12 A 17 AÑOS,2
LAMBAYEQUE,2023,FEMENINO,DE 18 A 29 AÑOS,2
LAMBAYEQUE,2023,FEMENINO,DE 30 A 59 AÑOS,6
LAMBAYEQUE,2023,FEMENINO,DE 60 A MÁS AÑOS,1
LAMBAYEQUE,2024,MASCULINO,DE 0 A 5 AÑOS,1
LAMBAYEQUE,2024,MASCULINO,DE 6 A 11 AÑOS,0
LAMBAYEQUE,2024,MASCULINO,DE 12 A 17 AÑOS,4
LAMBAYEQUE,2024,MASCULINO,DE 18 A 29 AÑOS,9
LAMBAYEQUE,2024,MASCULINO,DE 30 A 59 AÑOS,29
LAMBAYEQUE,2024,MASCULINO,DE 60 A MÁS AÑOS,13
LAMBAYEQUE,2024,FEMENINO,DE 0 A 5 AÑOS,1
LAMBAYEQUE,2024,FEMENINO,DE 6 A 11 AÑOS,1
LAMBAYEQUE,2024,FEMENINO,DE 12 A 17 AÑOS,0
LAMBAYEQUE,2024,FEMENINO,DE 18 A 29 AÑOS,8
LAMBAYEQUE,2024,FEMENINO,DE 30 A 59 AÑOS,5
LAMBAYEQUE,2024,FEMENINO,DE 60 A MÁS AÑOS,0
LIMA,2008,MASCULINO,MENOR DE 18 AÑOS,85
LIMA,2008,MASCULINO,MAYOR DE 18 AÑOS,698
LIMA,2008,FEMENINO,MENOR DE 18 AÑOS,35
LIMA,2008,FEMENINO,MAYOR DE 18 AÑOS,172
LIMA,2009,MASCULINO,MENOR DE 18 AÑOS,54
LIMA,2009,MASCULINO,MAYOR DE 18 AÑOS,445
LIMA,2009,FEMENINO,MENOR DE 18 AÑOS,13
LIMA,2009,FEMENINO,MAYOR DE 18 AÑOS,94
LIMA,2010,MASCULINO,DE 0 A 5 AÑOS,16
LIMA,2010,MASCULINO,DE 6 A 12 AÑOS,11
LIMA,2010,MASCULINO,DE 13 A 18 AÑOS,34
LIMA,2010,MASCULINO,DE 19 A 25 AÑOS,130
LIMA,2010,MASCULINO,DE 26 A 60 AÑOS,193
LIMA,2010,MASCULINO,DE 60 A MÁS AÑOS,42
LIMA,2010,FEMENINO,DE 0 A 5 AÑOS,3
LIMA,2010,FEMENINO,DE 6 A 12 AÑOS,10
LIMA,2010,FEMENINO,DE 13 A 18 AÑOS,6
LIMA,2010,FEMENINO,DE 19 A 25 AÑOS,33
LIMA,2010,FEMENINO,DE 26 A 60 AÑOS,54
LIMA,2010,FEMENINO,DE 60 A MÁS AÑOS,11
LIMA,2011,MASCULINO,DE 0 A 5 AÑOS,13
LIMA,2011,MASCULINO,DE 6 A 12 AÑOS,22
LIMA,2011,MASCULINO,DE 13 A 18 AÑOS,36
LIMA,2011,MASCULINO,DE 19 A 25 AÑOS,150
LIMA,2011,MASCULINO,DE 26 A 60 AÑOS,214
LIMA,2011,MASCULINO,DE 60 A MÁS AÑOS,34
LIMA,2011,FEMENINO,DE 0 A 5 AÑOS,3
LIMA,2011,FEMENINO,DE 6 A 12 AÑOS,5
